Sample	Ia	Ib	Ic	IIa	IIa'	IIb	IIb'	IIc	IIc'	IIIa	IIIa'	IIIb	IIIb'	IIIc	IIIc'
2.9	0.219617557682815	0.219272165896149	0.04289832334092	0.0571437725472511	0.152095607423925	0.121176448600581	0.0884212682699027	0.00752313311855773	0.0123767412895776	0.0187665297963726	0.0399909319485946	0.00429518837444742	0.0164223317109062	0	0
4.37	0.2473314323566	0.234253942384754	0.0353051703529577	0.0660013807848352	0.145141935702714	0.0601156370915929	0.124803066878281	0.00761749013529206	0.0111147917611007	0.0186314154186446	0.0341031688306687	0.0032534756673896	0.0123270926351686	0	0
5.8	0.239967288033851	0.242218299003437	0.0324080654547442	0.0811676205822752	0.125855878442657	0.0917433464179975	0.0953867617776192	0.00562179604393557	0.01235685534492	0.020795005684612	0.0334240328044019	0.00535842766879189	0.0136966227407588	0	0
7.18	0.234562679338597	0.268155835990223	0.0475029249116241	0.0771071415046367	0.103988253613536	0.0865415963735338	0.0868218819254306	0.00544374085109471	0.0101124929224813	0.0173236370266624	0.0355673418432469	0.0115762406395694	0.0152962330593646	0	0
8.32	0.227883900727435	0.27493176494345	0.058693387565172	0.0488771938487299	0.110871879492118	0.0648554175889654	0.11804113891283	0.00733080524920766	0.0095626728907012	0.0154476724540411	0.0350350304611905	0.0118208506876568	0.0166482851785019	0	0
9.4	0.252798622397525	0.265914907681689	0.060673367188618	0.0554405531389537	0.104037799968666	0.0674901098424108	0.103188045586398	0.00939613011624482	0.0100666080834447	0.0125293415355873	0.0301401973216149	0.00905464584769372	0.0161592367933983	0.00107724100605493	0.00203319349170095
10.4	0.259446256297508	0.264145248701175	0.0579870130292724	0.0548431710972394	0.0990478414146007	0.0800451191378424	0.0963215597621073	0.0081790952633666	0.0118672023145885	0.0108011495448012	0.0300736515058227	0.00761730873213611	0.0160582239525813	0.00106139708030198	0.00250576216665576
11.3	0.23544198724756	0.273359209840085	0.0555075325255206	0.0436395025360826	0.112088997749462	0.0749590765830596	0.114038820671844	0.00950021399541303	0.0114352576286561	0.0107077688550476	0.0314177259142577	0.00647576287865082	0.0174753792256922	0.00132891890456257	0.0026238454441059
12.2	0.238457106746514	0.27807211414358	0.045162458227414	0.0402221947236831	0.132938700738091	0.0671149826116619	0.120028259032811	0.00858155150755845	0.0111335301722824	0.00761275431201776	0.0317134939452011	0.00333277397877708	0.0156300798604086	0	0
13.2	0.244558009806795	0.269446465613474	0.0339901865565726	0.0433638402235312	0.126624547997155	0.077390769911661	0.119152514625132	0.00563374897591135	0.0177348233355807	0.0077668688073132	0.0339985561551987	0.00253313915864521	0.0178065288330298	0	0
14.2	0.247876360487937	0.278809070668619	0.0317565632772694	0.0218469524790452	0.163470629849184	0.0726871445616265	0.104827703339606	0.004859370559629	0.0161898098333351	0.00749472581502932	0.0325234713301559	0.00245892489020932	0.0151992729083548	0	0
15.1	0.25544106526303	0.265384144966678	0.0287507314690571	0.032929536580223	0.15386697146734	0.104262301040194	0.0797317084186398	0.00515620544541689	0.0154466132481573	0.00690415926957587	0.0341272350393922	0.00260812313034995	0.0153912046619466	0	0
16	0.254046638385377	0.252746858608431	0.0286103887701958	0.0530754818108446	0.146091544566653	0.0564605399065944	0.118254795209722	0.00392286475666563	0.0147924792298933	0.00837148421429465	0.0460236390034977	0.00250391519971014	0.0150993703381211	0	0
16.7	0.263345691612727	0.234444483835035	0.0278474390000429	0.0482839406429415	0.168444405468492	0.100766387470309	0.0647591255040181	0.00479073334291147	0.011340907521882	0.0106202338681539	0.0496366964397333	0.0025408672190886	0.0131790880746647	0	0
17.4	0.269688029846184	0.232400703853432	0.0283484274880306	0.0335524540776443	0.173006922124145	0.0370647074779964	0.13190547785465	0.00500226717464495	0.0124532469238293	0.0101310552645908	0.0492731104707033	0.00351070490822816	0.0136628925359218	0	0
18	0.254197602393453	0.215041160099995	0.0316762345219753	0.038955152476322	0.182026581687371	0.0662198724967615	0.107373780424722	0.0049637516382781	0.0115258187294221	0.0133654342801607	0.0563685792787518	0.00444914321794305	0.0138368887548439	0	0
18.725	0.248935374110842	0.205084770632629	0.0310010132695101	0.0419614223923595	0.176803403705159	0.087486712555901	0.102598938471797	0.00583516477245863	0.00987132781510399	0.018164771643453	0.0521618793826148	0.00680522970974679	0.0132899915384252	0	0
19.45	0.230493946410935	0.189147751497434	0.0363441142635239	0.0296873124446088	0.209953825227319	0.11350720473649	0.0745893046177009	0.00666702666650903	0.0106389539214048	0.0209464523666422	0.0583090040540456	0.00582965425210406	0.0138854495412824	0	0
20.175	0.238302353504982	0.190977394751164	0.0317335436932402	0.0376197668234969	0.197099747195427	0.0886630694612936	0.0911644538900417	0.00778490922495402	0.0105421083738947	0.0181280612120572	0.0627905209991204	0.00541042877394799	0.0197836420963811	0	0
20.9	0.237526270249135	0.176138739498689	0.0298235586586077	0.0492096901392813	0.200705910180035	0.113991913318888	0.0573352901387986	0.00853326780478769	0.00859941482888059	0.0205889212106731	0.0684695615078323	0.00613734264248989	0.0229401198219023	0	0
21.7	0.245370378701562	0.174097487029142	0.0293535688078716	0.119447060310387	0.132093793547939	0.108356373179197	0.0641777311682223	0.00737471171065543	0.00887303419577776	0.0217959964169827	0.0624920491594846	0.00594982419212193	0.0206179915806569	0	0
22.5	0.251830287495946	0.163028351945196	0.0287776728678215	0.0610869123421412	0.202016810855039	0.100888882952817	0.0599836629851721	0.00690111385839949	0.00779999875544852	0.0218412714216527	0.059476584143291	0.00623102912720971	0.0205275866219215	0.00494800279083081	0.00466183183711432
23.3	0.256626828309665	0.155234921995252	0.0245679378788864	0.0951250840482316	0.171670757255363	0.0973096576959912	0.0634836189019875	0.00620054059506543	0.00859967371859752	0.0237479765434872	0.062483863046792	0.00624452353179295	0.020415983767926	0.00399972574312508	0.00428890696783653
24	0.254564020905979	0.16307173188426	0.0269929755268355	0.112575141770028	0.157232830179246	0.0892319868462696	0.0721303449411105	0.0074906646152482	0.00794487583242578	0.0240671572273589	0.0605810224610513	0.00608152501769914	0.0180357227924887	0	0
24.8	0.237734834198636	0.164094853911268	0.0271745175606184	0.101889667964707	0.166097207789065	0.0914701797516044	0.0766428995901956	0.00502072195198316	0.00730913557944737	0.0279381374549282	0.0629556743852161	0.0048870257098453	0.0153748103663316	0.00287623937768229	0.00853409440847169
25.6	0.266223947104785	0.135925969492532	0.0215321183043276	0.133468391291824	0.161417892876165	0.0875133365406936	0.0548426646013876	0.00477535863286836	0.00608672827221475	0.0258786306395834	0.0713045175515766	0.00598381048641702	0.0158828904773022	0.00274023597463909	0.00642350775368352
26.4	0.223553362486802	0.158458494043933	0.0283695291534969	0.0811207883025003	0.176599874398186	0.102234483325199	0.0796340882856187	0.00768839395488253	0.00774291268970725	0.031472839066873	0.0713023231660207	0.00681225367425382	0.0153696078007376	0.00214944077804329	0.00749160887374647
27.1	0.223254842227518	0.161355240055182	0.0293916690076564	0.115320774381504	0.155535100829558	0.106395958791424	0.066506942578824	0.00409781835095658	0.00562834421776393	0.0306604470894149	0.0711884107759995	0.00572692565894281	0.0126583853143815	0.00259174613464044	0.00968739458623443
28.1	0.212644008145008	0.167258840869688	0.034105706667724	0.07011731782227	0.193118866671396	0.1264759994042	0.0514977851238648	0.00590412635498551	0.00717548031895658	0.0311167921842532	0.0675343792109456	0.00650353135283365	0.0124368169071346	0.00338330391880328	0.0107270450479376
29.1	0.20616933382011	0.177729934119864	0.0390008273229284	0.100696344760543	0.147733288328064	0.11166880060331	0.0709716797924301	0.00684328692548288	0.00707095660673988	0.0318338027065754	0.0671117676531929	0.00521757648681287	0.0113293058217638	0.00253887107194889	0.0140842239802338
30.8	0.20957923903446	0.17098401655158	0.0360203414947081	0.0931052440955693	0.158904759762994	0.121318090034727	0.0609111536158054	0.00865472247932828	0.00816281481025573	0.0327411543022983	0.0667026089097309	0.00585992704237555	0.0126314693078495	0.00239177676197871	0.0120326817963389
32.5	0.206583013878384	0.184534055407274	0.0446674076817267	0.085384374489488	0.155271349071092	0.123566455771372	0.0648407586249197	0.00802864828888445	0.00647771731014312	0.0266047520551655	0.0633147722271931	0.0052190415418583	0.00889211455477926	0.00248016624603839	0.014135372851681
34.2	0.207296914645458	0.176173130297071	0.0381979094112281	0.0824869542545421	0.168847907737839	0.134781396267338	0.0495088291622159	0.00749440425305896	0.00698168741916536	0.0273086360953483	0.0685217366078809	0.00555089536409464	0.011589956599486	0.00216809372356722	0.0130915481617066
35.9	0.217855219212662	0.185451890835986	0.0440841673347932	0.0921477230540188	0.139434242178953	0.127618273918878	0.0608712960359983	0.00606432258232498	0.00802119719503526	0.0260701266473661	0.0602834174735005	0.00557725933060358	0.00862298528159688	0.00267614644797599	0.0152217324703068
37.6	0.219499207642617	0.19020563181325	0.0527527898070946	0.0936588605485369	0.136697439434563	0.126192714185618	0.0590698445929926	0.00741064229835809	0.00827600339496946	0.0258135134653898	0.0669553702712758	0.00527707205438449	0.0081909104909492	0	0
39.3	0.208987972405131	0.199411591578376	0.0494162342423763	0.0873887800598425	0.14788691258342	0.12386059177365	0.0617908190053219	0.00771576991970161	0.00893822555693679	0.0265030835730167	0.0623152430758184	0.00607052234753351	0.00971425387887543	0	0
40.7	0.219376939221477	0.19386474161969	0.0430892740576434	0.0681969274037996	0.163566777492187	0.139623332398463	0.0447846269990221	0.0118736716778008	0.0098633525759443	0.0283923267612441	0.0606182767311105	0.0066077199004093	0.0101420331612091	0	0
42	0.218665719418317	0.233449627525736	0.0480240805406149	0.0713066908302145	0.132736906840243	0.134526911122405	0.0450103889492927	0.00760920077732521	0.00663440560371001	0.0267560987147886	0.0583470209986399	0.0071782019154599	0.00975474676325355	0	0
43.4	0.224318998821723	0.225313329309965	0.0520625160666085	0.0852578190919444	0.125223632687487	0.106026234934878	0.0667942928451058	0.00589965044642254	0.00658984759455266	0.024647607315641	0.0608555653418468	0.00607987558390509	0.0109306299599197	0	0
44.8	0.220221848260575	0.211960742297113	0.0492475507430914	0.0916828752840765	0.126587144368041	0.108466624729384	0.066073199723916	0.00746022774096184	0.00661122167361055	0.0265786666610389	0.0674911953067579	0.00598097853740046	0.0116377246740342	0	0
46.2	0.21736544932575	0.219261161053485	0.0523566180462227	0.0772986087604793	0.136432751045708	0.116670006971556	0.060206993473176	0.00776866721023919	0.00836515746724398	0.0270863752156879	0.0599815355650219	0.00598923256013639	0.011217443305294	0	0
47.5	0.22094984537442	0.22124695307065	0.0564205107689149	0.0835997755406585	0.120253277938373	0.119568712350397	0.0558262245690929	0.00729691120579629	0.00786287446031513	0.0260445767755389	0.0645615873594695	0.00576832184778895	0.0106004287385845	0	0
49.2	0.217744607027558	0.216893781527402	0.0603401923028985	0.0587684828607085	0.147069128378547	0.126967858823005	0.0571755584702537	0.00712790439271415	0.00819925928008134	0.0255405701411271	0.0592990687168086	0.00449321996772146	0.0103803681111748	0	0
50.8	0.221316394861165	0.210948887802366	0.063626277549323	0.0562430647133585	0.160629281764109	0.119015490529315	0.0551145560169311	0.0077423118306724	0.00805134498615741	0.0210271236091194	0.061620470793414	0.00471835277042583	0.00994644277364397	0	0
52.5	0.237408381327547	0.221631394823187	0.0673622281390867	0.0672593161053565	0.135588488561366	0.106688008785985	0.0568329757183474	0.00653816262778082	0.00804435560629546	0.0220305817661446	0.0569370572070064	0.00467229728895659	0.00900675204294031	0	0
54.2	0.249699578847096	0.226439314614175	0.0657884772215049	0.0622765226501902	0.133584456209549	0.111951003813471	0.0513480773359153	0.00816457070756066	0.00848721050823123	0.0161776790838657	0.0518019949216308	0.00501265211167906	0.00926846197513139	0	0
55.9	0.260150930865615	0.231382397709257	0.0666970527673404	0.067583193743639	0.12736202118402	0.0906319842373778	0.061609649293411	0.00724479600004671	0.00668298308506203	0.0163282243286104	0.0518182516273822	0.00401690434356008	0.00849161081467822	0	0
57.6	0.266769380410597	0.223125717537429	0.061779413485053	0.0515406470763299	0.146855360828588	0.105322889100048	0.0520098475550004	0.00669119214734465	0.0078247345881696	0.0148559894677617	0.0516214214706612	0.0035236035947222	0.00807980273829417	0	0
59.3	0.261604573899313	0.226050702175499	0.0571453929833672	0.0424609966282153	0.160601604821175	0.103664011982288	0.0529089370841569	0.00645902548532329	0.00822766700402177	0.0157517455035511	0.0527737301053219	0.00374543643329112	0.00860617589447674	0	0
61	0.265898389168949	0.230213656574288	0.0678848698059097	0.0660976949367335	0.126792655736581	0.101024337029334	0.0496969616049167	0.00748678245555387	0.00701048271523984	0.0159314392114936	0.0484651263533622	0.00476250288878801	0.00873510151885138	0	0
61.9	0.287429057523807	0.231957629573558	0.0548313150669663	0.0567387926657713	0.13143565463056	0.101803548057767	0.0419576479464882	0.00588325717753824	0.00812120254501827	0.0152852979201231	0.0488372078780674	0.00639328971599737	0.0093260992983378	0	0
62.7	0.307356805874279	0.24171050451044	0.0507370598172152	0.0686216215771202	0.109493217317896	0.084258736147046	0.0574768831305184	0.00466768552747258	0.00706283815464866	0.0129249521749166	0.0424714635516736	0.00458613275493498	0.00863209946183887	0	0
63.6	0.339279377915758	0.240084197833507	0.0491204778658108	0.0307071261090075	0.130277220824433	0.0898879718916794	0.048328113868235	0.00403861087848113	0.00585256967345982	0.0130004979513389	0.0379528747531059	0.00413966654864151	0.00733129388654113	0	0
64.5	0.301612862722412	0.242030613168001	0.0628926602764933	0.0626155194620322	0.103592120124205	0.0954846923570554	0.0478187414357891	0.00646787965190388	0.00819910207586336	0.014314807155679	0.0418992435810587	0.00521030782296511	0.00786145016654166	0	0
65.4	0.252467296248929	0.241059449907776	0.0651528712828213	0.0604703505396831	0.129926835213528	0.109468397303472	0.0437774743817684	0.00693389258288458	0.010959203402073	0.0169403095364375	0.0472828072348432	0.00479895998009017	0.0107621523856928	0	0
66.2	0.241653270248174	0.27648005094501	0.082811647673603	0.04303446666534	0.112358444814162	0.106271268546554	0.0434740200350629	0.00679290422812504	0.0108978921665778	0.012917046159919	0.0463738073734505	0.00632603552247668	0.0106091456215452	0	0
67.1	0.22474226603812	0.2994328638449	0.0901209240630822	0.0544317935628282	0.0951132636932147	0.100730285355659	0.0475172208547295	0.00753439718183882	0.0106538565290931	0.013917876819439	0.0416148985855113	0.00517155115770193	0.00901880231388183	0	0
67.9	0.23461125685773	0.302040742966346	0.0871106062203021	0.0368928234557754	0.106894983220904	0.116271720473425	0.0364176632245918	0.00420187096721591	0.00753799094707873	0.0147446076247148	0.0393990199106063	0.00636723041753932	0.00750948371377	0	0
68.8	0.248520326142126	0.310219385490885	0.082770122225966	0.0376437308674056	0.0927725636062039	0.103933906379846	0.0392214437275603	0.00786305449318791	0.0116499243279054	0.0128362449456307	0.0384144478384963	0.00708859506529575	0.00706625488949117	0	0
69.6	0.255168286779582	0.319969534495171	0.0801931640845266	0.0436521255884031	0.108856398166976	0.0677595031234339	0.0419344459688642	0.00565846907628148	0.00510358232838452	0.0143856417744989	0.0429714456972766	0.00685050550253285	0.00749689741406901	0	0
70.6	0.249714336107977	0.306850591931491	0.0789792578840464	0.0552858646523085	0.081570986228734	0.100505167868957	0.0439722442133021	0.00798848020097217	0.0117036574399558	0.0124970345906534	0.0361111750210374	0.00710889541125067	0.00771230844931502	0	0
71.6	0.235975885696999	0.303103554371482	0.0845077710272843	0.0653171713865818	0.0820040700351668	0.10029749119693	0.0437770885379428	0.0065090304063236	0.010409826810648	0.0123233044592338	0.0404803809955594	0.00711420251189031	0.0081802225639575	0	0
72.9	0.259593493044097	0.305625706768344	0.0882359775727283	0.041070708336111	0.0970843924629837	0.0989484220200731	0.034720504739865	0.00617833168485522	0.0072651867100441	0.0116122713617177	0.0355726978846154	0.0069253157993895	0.00716699161517574	0	0
74.1	0.256763154161518	0.290784065080321	0.111825021004226	0.0631909910293262	0.082307955141095	0.101684833424496	0.0232196329440979	0.00542935159984609	0.00623363822948627	0.0134676158747332	0.0330041309479211	0.00579958089590154	0.00629002966703174	0	0
75.4	0.261878203306737	0.277583733880372	0.106431347963702	0.0670217625451721	0.0930082006433963	0.0929414349308005	0.0320270548109656	0.00621496065357681	0.0057328223239278	0.0129880567517465	0.0328070273321579	0.00584007664331311	0.00552531821413177	0	0
76.6	0.266901419299648	0.2653426998773	0.0958244298605712	0.0733884487749003	0.101562842659098	0.0984434101614678	0.0318644189136041	0.00610316066486513	0.00433397492709574	0.0130195504856357	0.0327966329014356	0.00548127688033189	0.00493773459404695	0	0
78	0.285289479655818	0.253686810351668	0.124351546545401	0.0785260779472698	0.0885281044077767	0.0816183646377736	0.0302863044293916	0.00546542518019037	0.0056645311201775	0.0113572819798807	0.0255081664537796	0.00509942830752416	0.00461847898334899	0	0
79.3	0.319828790319948	0.227583012198015	0.115878028531424	0.0747356543149018	0.0986771344922074	0.0773965684460322	0.0286194650749653	0.00557368491477733	0.00614958643231511	0.0102099138855961	0.0265059546310767	0.00402177989144025	0.00482042686730146	0	0
80.8	0.343252920301882	0.225162483036676	0.10916036590883	0.0551895216973375	0.100125488606989	0.0780415946706057	0.0287788213365806	0.00642037879590303	0.00686936523805632	0.00970994855118314	0.0258571467110549	0.00486173851656694	0.00657022662833385	0	0
82.3	0.337766736900519	0.216972217645942	0.109438697600392	0.0572800904850953	0.105196438016457	0.073426554562262	0.0339608135565787	0.0113578448515888	0.00775192902238138	0.0101098210819096	0.0250849502052582	0.00533430446808695	0.00631960160352846	0	0
83.9	0.342654355301944	0.196882844160749	0.105745155357414	0.0523819576292936	0.11708514659456	0.0846222545471263	0.0240944861570875	0.0148379766590629	0.0126267710706132	0.0102729875009528	0.0267304982325209	0.00433653911521201	0.00772902767346455	0	0
85.4	0.328645885787196	0.189168449309218	0.0926701019608437	0.0620174844105543	0.12426698369308	0.0787451206076003	0.0360404511568561	0.0158815088538965	0.0164129319516434	0.0106560250794144	0.0341272371375241	0.00307010801867326	0.0082977120334998	0	0
87	0.329302323527027	0.178220642470582	0.0959233244389049	0.0744976127224996	0.122169232372579	0.0722879047936844	0.0377060598390001	0.0183935154137434	0.0131926251786606	0.0125780462173054	0.0331418330248695	0.00389117661689005	0.00869570338425414	0	0
88.5	0.324525059411928	0.174170076675953	0.091839233302005	0.0869867256536156	0.12560023591074	0.0689690527947552	0.0427274568915504	0.0177117670605758	0.0135650660739651	0.012407745630098	0.030746907418434	0.00362402093022956	0.00712665224614955	0	0
90	0.325315466975289	0.186723565969986	0.0972687529720386	0.09594319522921	0.109423106178698	0.0758869302507609	0.031076771541591	0.0194983128227105	0.0117739757674126	0.0125814894506156	0.0259963730391342	0.00293155957251143	0.00558050023004244	0	0
91.9	0.324536907159744	0.189087408277369	0.106984386252729	0.0919407383144426	0.101418834325896	0.0605535163234914	0.0447605816320907	0.0223257250551963	0.0109486471583304	0.0107110798229361	0.0283179952430488	0.002275259899599	0.00613892053512743	0	0
93.8	0.325532680400403	0.187032114787439	0.102380808607449	0.0827164692593585	0.115953118770559	0.0531419280973447	0.0482320258067893	0.0230665406467616	0.0130371297329944	0.0105091284998465	0.0291409225631853	0.00260483287856602	0.00665229994930312	0	0
