Sample	brGDGT Ia [%]	brGDGT Ib [%]	brGDGT Ic [%]	brGDGT IIa [%]	brGDGT IIa' [%]	brGDGT IIb [%]	brGDGT IIb' [%]	brGDGT IIc [%]	brGDGT IIc' [%]	brGDGT IIIa [%]	brGDGT IIIa' [%]	brGDGT IIIb [%]	brGDGT IIIb' [%]	brGDGT IIIc [%]	brGDGT IIIc' [%]
361	0.258741258741259	0.0979020979020979	0.052947052947053	0.0909090909090909	0.0749250749250749	0.0649350649350649	0.112887112887113	0.00899100899100899	0.027972027972028	0.0779220779220779	0.10989010989011	0.00899100899100899	0.012987012987013	0	0
360	0.265265265265265	0.105105105105105	0.0540540540540541	0.11011011011011	0.0680680680680681	0.0640640640640641	0.102102102102102	0.00800800800800801	0.026026026026026	0.0760760760760761	0.101101101101101	0.00800800800800801	0.012012012012012	0	0
357	0.247247247247247	0.108108108108108	0.055055055055055	0.0820820820820821	0.0760760760760761	0.0760760760760761	0.119119119119119	0.00800800800800801	0.032032032032032	0.073073073073073	0.104104104104104	0.00700700700700701	0.012012012012012	0	0
356	0.245	0.114	0.053	0.076	0.071	0.08	0.126	0.007	0.033	0.074	0.101	0.008	0.012	0	0
354	0.26	0.109	0.055	0.084	0.072	0.078	0.117	0.008	0.03	0.07	0.098	0.007	0.012	0	0
353	0.25	0.11	0.054	0.09	0.066	0.081	0.114	0.008	0.031	0.078	0.097	0.008	0.013	0	0
352	0.261261261261261	0.111111111111111	0.055055055055055	0.0760760760760761	0.0730730730730731	0.0730730730730731	0.114114114114114	0.00800800800800801	0.029029029029029	0.0730730730730731	0.101101101101101	0.00800800800800801	0.012012012012012	0.001001001001001	0.004004004004004
350	0.251	0.105	0.052	0.093	0.07	0.062	0.115	0.01	0.03	0.075	0.114	0.009	0.014	0	0
348	0.27027027027027	0.107107107107107	0.0510510510510511	0.0990990990990991	0.0700700700700701	0.0700700700700701	0.115115115115115	0.00800800800800801	0.031031031031031	0.0670670670670671	0.0920920920920921	0.00800800800800801	0.011011011011011	0	0
344	0.310689310689311	0.100899100899101	0.0449550449550449	0.125874125874126	0.0629370629370629	0.0789210789210789	0.0949050949050949	0.00799200799200799	0	0.0739260739260739	0.0819180819180819	0.00699300699300699	0.00999000999000999	0	0
343	0.298701298701299	0.0969030969030969	0.047952047952048	0.10989010989011	0.061938061938062	0.0729270729270729	0.102897102897103	0.00799200799200799	0.02997002997003	0.0709290709290709	0.0819180819180819	0.00699300699300699	0.010989010989011	0	0
342	0.288288288288288	0.0910910910910911	0.0470470470470471	0.114114114114114	0.0670670670670671	0.0730730730730731	0.107107107107107	0.00800800800800801	0.026026026026026	0.0730730730730731	0.0880880880880881	0.00700700700700701	0.01001001001001	0	0
341	0.302302302302302	0.1001001001001	0.045045045045045	0.109109109109109	0.0620620620620621	0.0800800800800801	0.103103103103103	0.00700700700700701	0.028028028028028	0.0650650650650651	0.0820820820820821	0.00600600600600601	0.01001001001001	0	0
340	0.225774225774226	0.110889110889111	0.050949050949051	0.0879120879120879	0.0679320679320679	0.0919080919080919	0.135864135864136	0.00899100899100899	0.037962037962038	0.0709290709290709	0.0899100899100899	0.00799200799200799	0.012987012987013	0	0
339	0.258258258258258	0.106106106106106	0.0590590590590591	0.0950950950950951	0.0620620620620621	0.0870870870870871	0.102102102102102	0.01001001001001	0.03003003003003	0.0750750750750751	0.0950950950950951	0.00700700700700701	0.013013013013013	0	0
336	0.246	0.111	0.053	0.09	0.076	0.074	0.12	0.007	0.028	0.077	0.097	0.007	0.014	0	0
334	0.244244244244244	0.113113113113113	0.0520520520520521	0.0960960960960961	0.0790790790790791	0.0680680680680681	0.123123123123123	0.00700700700700701	0.03003003003003	0.0810810810810811	0.106106106106106	0	0	0	0
332	0.232	0.108	0.047	0.108	0.067	0.072	0.106	0.008	0.034	0.082	0.113	0.008	0.015	0	0
330	0.190809190809191	0.106893106893107	0.048951048951049	0.0929070929070929	0.0739260739260739	0.102897102897103	0.125874125874126	0.00999000999000999	0.033966033966034	0.0869130869130869	0.102897102897103	0.00899100899100899	0.014985014985015	0	0
328	0.229	0.112	0.055	0.091	0.07	0.08	0.113	0.008	0.034	0.081	0.103	0.009	0.015	0	0
326	0.221221221221221	0.101101101101101	0.052052052052052	0.1001001001001	0.0720720720720721	0.0910910910910911	0.123123123123123	0.00800800800800801	0.035035035035035	0.0790790790790791	0.0980980980980981	0.00700700700700701	0.012012012012012	0	0
325	0.25025025025025	0.106106106106106	0.048048048048048	0.0950950950950951	0.0680680680680681	0.0900900900900901	0.107107107107107	0.00700700700700701	0.035035035035035	0.0730730730730731	0.0980980980980981	0.00800800800800801	0.014014014014014	0	0
324	0.282282282282282	0.107107107107107	0.0510510510510511	0.0970970970970971	0.0740740740740741	0.0710710710710711	0.102102102102102	0.00600600600600601	0.028028028028028	0.0760760760760761	0.105105105105105	0	0	0	0
323	0.268	0.102	0.05	0.095	0.065	0.074	0.103	0.007	0.031	0.078	0.103	0.009	0.015	0	0
322	0.278	0.102	0.048	0.115	0.058	0.077	0.099	0.007	0.029	0.074	0.096	0.006	0.011	0	0
321	0.238476953907816	0.113226452905812	0.0591182364729459	0.0911823647294589	0.064128256513026	0.0771543086172345	0.118236472945892	0.00901803607214429	0.0340681362725451	0.0731462925851703	0.100200400801603	0.00801603206412826	0.0140280561122244	0	0
320	0.24248496993988	0.110220440881764	0.0581162324649298	0.105210420841683	0.0651302605210421	0.0721442885771543	0.117234468937876	0.00801603206412826	0.0340681362725451	0.0721442885771543	0.094188376753507	0.00601202404809619	0.0100200400801603	0.00100200400801603	0.00400801603206413
319	0.302302302302302	0.103103103103103	0.042042042042042	0.165165165165165	0.0600600600600601	0.0620620620620621	0.0790790790790791	0.00800800800800801	0.023023023023023	0.0780780780780781	0.0770770770770771	0	0	0	0
318	0.248255234297109	0.106679960119641	0.0518444666001994	0.114656031904287	0.0687936191425723	0.0767696909272184	0.10568295114656	0.00897308075772682	0.0319042871385843	0.0857427716849452	0.100697906281157	0	0	0	0
317	0.234765234765235	0.118881118881119	0.053946053946054	0.0999000999000999	0.0659340659340659	0.0889110889110889	0.120879120879121	0.00899100899100899	0.036963036963037	0.0709290709290709	0.0819180819180819	0.00699300699300699	0.010989010989011	0	0
316	0.204204204204204	0.116116116116116	0.0510510510510511	0.0970970970970971	0.0680680680680681	0.0880880880880881	0.128128128128128	0.00700700700700701	0.035035035035035	0.0860860860860861	0.0990990990990991	0.00800800800800801	0.012012012012012	0	0
315	0.239	0.111	0.047	0.109	0.059	0.082	0.108	0.008	0.03	0.091	0.099	0.007	0.01	0	0
311	0.253253253253253	0.0920920920920921	0.038038038038038	0.185185185185185	0.0730730730730731	0.0720720720720721	0.0720720720720721	0.01001001001001	0.018018018018018	0.11011011011011	0.0760760760760761	0	0	0	0
309	0.237	0.112	0.047	0.118	0.071	0.072	0.106	0.008	0.028	0.094	0.107	0	0	0	0
308	0.251497005988024	0.102794411177645	0.0409181636726547	0.178642714570858	0.0678642714570858	0.0718562874251497	0.0698602794411178	0.00898203592814371	0.0189620758483034	0.0998003992015968	0.0888223552894211	0	0	0	0
307	0.22977022977023	0.117882117882118	0.038961038961039	0.162837162837163	0.0779220779220779	0.0839160839160839	0.0669330669330669	0.00999000999000999	0.015984015984016	0.101898101898102	0.0769230769230769	0.00599400599400599	0.010989010989011	0	0
305	0.249500998003992	0.122754491017964	0.0399201596806387	0.241516966067864	0.0708582834331337	0.0658682634730539	0.0349301397205589	0.0129740518962076	0.00598802395209581	0.0998003992015968	0.0459081836327345	0.00499001996007984	0.00499001996007984	0	0
303	0.269461077844311	0.100798403193613	0.0369261477045908	0.181636726546906	0.0728542914171657	0.0748502994011976	0.0648702594810379	0.00898203592814371	0.0139720558882236	0.0958083832335329	0.0668662674650699	0.00499001996007984	0.00798403193612775	0	0
300	0.284284284284284	0.0980980980980981	0.0440440440440441	0.131131131131131	0.0650650650650651	0.0660660660660661	0.0710710710710711	0.00700700700700701	0.015015015015015	0.0980980980980981	0.103103103103103	0.00600600600600601	0.011011011011011	0	0
298	0.254254254254254	0.118118118118118	0.032032032032032	0.214214214214214	0.0870870870870871	0.0730730730730731	0.037037037037037	0.012012012012012	0.00600600600600601	0.108108108108108	0.0580580580580581	0	0	0	0
296	0.256256256256256	0.103103103103103	0.042042042042042	0.145145145145145	0.0730730730730731	0.0780780780780781	0.0840840840840841	0.00700700700700701	0.021021021021021	0.0880880880880881	0.0830830830830831	0.00700700700700701	0.012012012012012	0	0
295	0.315684315684316	0.101898101898102	0.042957042957043	0.147852147852148	0.0659340659340659	0.0619380619380619	0.0819180819180819	0.00699300699300699	0.018981018981019	0.0729270729270729	0.0699300699300699	0.00599400599400599	0.00699300699300699	0	0
294	0.308383233532934	0.100798403193613	0.0399201596806387	0.144710578842315	0.0678642714570858	0.0698602794411178	0.0708582834331337	0.00798403193612775	0.0179640718562874	0.0788423153692615	0.0758483033932136	0.00698602794411178	0.00998003992015968	0	0
293	0.320359281437126	0.0948103792415169	0.0399201596806387	0.157684630738523	0.0588822355289421	0.0648702594810379	0.0718562874251497	0.00698602794411177	0.0179640718562874	0.0798403193612774	0.0698602794411178	0.00698602794411177	0.00998003992015968	0	0
292	0.33966033966034	0.0909090909090909	0.044955044955045	0.158841158841159	0.0629370629370629	0.0619380619380619	0.0669330669330669	0.00799200799200799	0.015984015984016	0.0719280719280719	0.0649350649350649	0.004995004995005	0.00799200799200799	0	0
291	0.329329329329329	0.0920920920920921	0.045045045045045	0.152152152152152	0.0630630630630631	0.0620620620620621	0.0740740740740741	0.00700700700700701	0.016016016016016	0.0760760760760761	0.0700700700700701	0.00500500500500501	0.00800800800800801	0	0
288	0.347652347652348	0.0989010989010989	0.048951048951049	0.14985014985015	0.050949050949051	0.0609390609390609	0.058941058941059	0.00699300699300699	0.013986013986014	0.0759240759240759	0.0719280719280719	0.00599400599400599	0.00899100899100899	0	0
287	0.323647294589178	0.117234468937876	0.0541082164328657	0.148296593186373	0.0581162324649299	0.0681362725450902	0.0561122244488978	0.00801603206412826	0.0130260521042084	0.0671342685370742	0.0711422845691383	0.00501002004008016	0.0100200400801603	0	0
286	0.318	0.099	0.052	0.161	0.063	0.058	0.062	0.008	0.014	0.078	0.073	0.005	0.009	0	0
285	0.341341341341341	0.104104104104104	0.049049049049049	0.151151151151151	0.0610610610610611	0.0650650650650651	0.0520520520520521	0.00800800800800801	0.013013013013013	0.0720720720720721	0.0690690690690691	0.005005005005005	0.00900900900900901	0	0
284	0.34034034034034	0.106106106106106	0.053053053053053	0.16016016016016	0.0540540540540541	0.0620620620620621	0.0620620620620621	0.00800800800800801	0.013013013013013	0.0690690690690691	0.0590590590590591	0.005005005005005	0.00800800800800801	0	0
283	0.333	0.1	0.053	0.17	0.05	0.068	0.057	0.008	0.014	0.07	0.062	0.006	0.009	0	0
282	0.349	0.105	0.049	0.159	0.055	0.066	0.055	0.009	0.014	0.07	0.055	0.005	0.009	0	0
281	0.345	0.122	0.061	0.128	0.052	0.052	0.056	0.007	0.013	0.073	0.07	0.007	0.014	0	0
280	0.319639278557114	0.122244488977956	0.0490981963927856	0.151302605210421	0.0561122244488978	0.0641282565130261	0.0691382765531062	0.00701402805611222	0.0160320641282565	0.0741482965931864	0.0711422845691383	0	0	0	0
279	0.319	0.103	0.052	0.148	0.063	0.07	0.068	0.007	0.017	0.077	0.076	0	0	0	0
278	0.33966033966034	0.101898101898102	0.041958041958042	0.161838161838162	0.0529470529470529	0.0549450549450549	0.0649350649350649	0.00799200799200799	0.014985014985015	0.0739260739260739	0.0689310689310689	0.00599400599400599	0.00999000999000999	0	0
277	0.365	0.099	0.045	0.151	0.063	0.055	0.062	0.007	0.013	0.068	0.061	0.004	0.007	0	0
276	0.357357357357357	0.101101101101101	0.045045045045045	0.158158158158158	0.0600600600600601	0.0620620620620621	0.0610610610610611	0.00800800800800801	0.013013013013013	0.0660660660660661	0.0560560560560561	0.004004004004004	0.00800800800800801	0	0
275	0.368	0.095	0.046	0.165	0.053	0.063	0.046	0.007	0.013	0.069	0.061	0.005	0.009	0	0
274	0.346693386773547	0.113226452905812	0.0470941883767535	0.154308617234469	0.0511022044088176	0.0571142284569138	0.0551102204408818	0.00801603206412826	0.0140280561122244	0.0731462925851703	0.0651302605210421	0.00501002004008016	0.0100200400801603	0	0
273	0.358	0.104	0.042	0.154	0.061	0.067	0.051	0.007	0.014	0.068	0.06	0.005	0.009	0	0
272	0.34965034965035	0.102897102897103	0.0449550449550449	0.158841158841159	0.0619380619380619	0.0599400599400599	0.0619380619380619	0.00699300699300699	0.013986013986014	0.0679320679320679	0.0589410589410589	0.00499500499500499	0.00699300699300699	0	0
271	0.325674325674326	0.0919080919080919	0.043956043956044	0.146853146853147	0.0639360639360639	0.060939060939061	0.0719280719280719	0.00799200799200799	0.016983016983017	0.0769230769230769	0.0759240759240759	0.00599400599400599	0.010989010989011	0	0
270	0.323676323676324	0.0959040959040959	0.038961038961039	0.176823176823177	0.0679320679320679	0.057942057942058	0.055944055944056	0.00799200799200799	0.014985014985015	0.0799200799200799	0.0649350649350649	0.00599400599400599	0.00899100899100899	0	0
269	0.314629258517034	0.102204408817635	0.0420841683366734	0.153306613226453	0.061122244488978	0.0561122244488978	0.0781563126252505	0.00701402805611223	0.0190380761523046	0.0781563126252505	0.0711422845691383	0.00601202404809619	0.0110220440881764	0	0
268	0.325674325674326	0.105894105894106	0.042957042957043	0.14985014985015	0.0699300699300699	0.0609390609390609	0.0729270729270729	0.00699300699300699	0.016983016983017	0.0729270729270729	0.0629370629370629	0.004995004995005	0.00699300699300699	0	0
266	0.304695304695305	0.106893106893107	0.042957042957043	0.142857142857143	0.0699300699300699	0.0729270729270729	0.0719280719280719	0.00799200799200799	0.018981018981019	0.0749250749250749	0.0689310689310689	0.00699300699300699	0.00999000999000999	0	0
265	0.311688311688312	0.103896103896104	0.041958041958042	0.146853146853147	0.0739260739260739	0.0629370629370629	0.0729270729270729	0.00799200799200799	0.017982017982018	0.0789210789210789	0.0649350649350649	0.00599400599400599	0.00999000999000999	0	0
264	0.315684315684316	0.0939060939060939	0.040959040959041	0.145854145854146	0.0719280719280719	0.0679320679320679	0.0779220779220779	0.00699300699300699	0.018981018981019	0.0709290709290709	0.0689310689310689	0.00599400599400599	0.00999000999000999	0.000999000999000999	0.002997002997003
263	0.30969030969031	0.100899100899101	0.041958041958042	0.147852147852148	0.0789210789210789	0.0609390609390609	0.0809190809190809	0.00799200799200799	0.018981018981019	0.0749250749250749	0.0639360639360639	0.004995004995005	0.00799200799200799	0	0
261	0.254254254254254	0.109109109109109	0.039039039039039	0.168168168168168	0.0810810810810811	0.0780780780780781	0.0750750750750751	0.00800800800800801	0.024024024024024	0.0880880880880881	0.0750750750750751	0	0	0	0
260	0.245	0.106	0.043	0.172	0.081	0.074	0.083	0.008	0.021	0.088	0.066	0.005	0.008	0	0
259	0.256	0.107	0.042	0.173	0.065	0.073	0.081	0.009	0.02	0.087	0.072	0.006	0.009	0	0
258	0.279559118236473	0.110220440881764	0.0450901803607215	0.152304609218437	0.0731462925851704	0.0671342685370742	0.0861723446893788	0.00701402805611223	0.0210420841683367	0.0751503006012024	0.0701402805611223	0.00501002004008016	0.00801603206412826	0	0
256	0.262	0.103	0.037	0.167	0.074	0.058	0.086	0.008	0.02	0.09	0.076	0.009	0.01	0	0
254	0.254	0.113	0.043	0.165	0.082	0.064	0.077	0.008	0.021	0.092	0.081	0	0	0	0
252	0.260479041916168	0.105788423153693	0.0389221556886227	0.169660678642715	0.0698602794411178	0.06187624750499	0.0968063872255489	0.00898203592814371	0.0249500998003992	0.0868263473053892	0.0758483033932136	0	0	0	0
250	0.232232232232232	0.102102102102102	0.041041041041041	0.194194194194194	0.0680680680680681	0.0680680680680681	0.0910910910910911	0.00800800800800801	0.024024024024024	0.0890890890890891	0.0680680680680681	0.005005005005005	0.00900900900900901	0	0
246	0.234765234765235	0.124875124875125	0.0529470529470529	0.174825174825175	0.0769230769230769	0.0849150849150849	0.0699300699300699	0.010989010989011	0.021978021978022	0.0889110889110889	0.0589410589410589	0	0	0	0
245	0.244	0.109	0.041	0.194	0.062	0.099	0.068	0.013	0.023	0.089	0.058	0	0	0	0
240	0.345345345345345	0.0820820820820821	0.038038038038038	0.204204204204204	0.0720720720720721	0.0540540540540541	0.04004004004004	0.00800800800800801	0.00900900900900901	0.0890890890890891	0.047047047047047	0.005005005005005	0.006006006006006	0	0
235	0.261261261261261	0.0980980980980981	0.035035035035035	0.232232232232232	0.0730730730730731	0.0810810810810811	0.0520520520520521	0.011011011011011	0.014014014014014	0.0930930930930931	0.049049049049049	0	0	0	0
232	0.274	0.108	0.037	0.193	0.073	0.094	0.051	0.01	0.017	0.091	0.052	0	0	0	0
225	0.257	0.103	0.035	0.21	0.079	0.085	0.055	0.011	0.015	0.097	0.053	0	0	0	0
219	0.271728271728272	0.104895104895105	0.03996003996004	0.212787212787213	0.0689310689310689	0.0659340659340659	0.0539460539460539	0.00999000999000999	0.016983016983017	0.101898101898102	0.0529470529470529	0	0	0	0
216	0.199600798403194	0.0988023952095808	0.0279441117764471	0.235528942115768	0.091816367265469	0.0888223552894211	0.0419161676646707	0.0149700598802395	0.00698602794411177	0.1187624750499	0.0558882235528942	0.00698602794411177	0.00798403193612774	0.00199600798403194	0.00199600798403194
211	0.269269269269269	0.103103103103103	0.046046046046046	0.204204204204204	0.0630630630630631	0.0700700700700701	0.0650650650650651	0.01001001001001	0.017017017017017	0.0930930930930931	0.0590590590590591	0	0	0	0
205	0.280719280719281	0.103896103896104	0.037962037962038	0.220779220779221	0.0699300699300699	0.0699300699300699	0.0529470529470529	0.010989010989011	0.013986013986014	0.0869130869130869	0.0519480519480519	0	0	0	0
200	0.288288288288288	0.0980980980980981	0.036036036036036	0.22022022022022	0.0670670670670671	0.0720720720720721	0.046046046046046	0.01001001001001	0.012012012012012	0.0920920920920921	0.0580580580580581	0	0	0	0
197	0.297405189620758	0.105788423153693	0.0419161676646707	0.208582834331337	0.0678642714570858	0.0548902195608782	0.0568862275449102	0.00898203592814371	0.0119760479041916	0.0908183632734531	0.0548902195608782	0	0	0	0
195	0.306693306693307	0.112887112887113	0.044955044955045	0.158841158841159	0.0779220779220779	0.0539460539460539	0.0589410589410589	0.00799200799200799	0.013986013986014	0.0929070929070929	0.0709290709290709	0	0	0	0
194	0.287	0.12	0.047	0.179	0.075	0.055	0.062	0.007	0.018	0.089	0.061	0	0	0	0
192	0.308617234468938	0.112224448897796	0.0420841683366733	0.196392785571142	0.0781563126252505	0.0531062124248497	0.0531062124248497	0.00801603206412826	0.0140280561122244	0.0821643286573146	0.0521042084168337	0	0	0	0
190	0.347	0.084	0.032	0.204	0.077	0.05	0.044	0.008	0.01	0.087	0.057	0	0	0	0
186	0.364635364635365	0.0819180819180819	0.035964035964036	0.201798201798202	0.0659340659340659	0.046953046953047	0.042957042957043	0.00799200799200799	0.00999000999000999	0.0769230769230769	0.052947052947053	0.004995004995005	0.00699300699300699	0	0
185	0.371	0.084	0.036	0.189	0.082	0.044	0.05	0.007	0.01	0.072	0.045	0.004	0.006	0	0
184	0.350701402805611	0.0771543086172345	0.031062124248497	0.219438877755511	0.0701402805611222	0.0450901803607214	0.0380761523046092	0.00801603206412826	0.00701402805611222	0.0871743486973948	0.0531062124248497	0.00501002004008016	0.00701402805611222	0.00100200400801603	0
183	0.34034034034034	0.0770770770770771	0.03003003003003	0.214214214214214	0.0880880880880881	0.0470470470470471	0.0430430430430431	0.00800800800800801	0.00800800800800801	0.0820820820820821	0.0500500500500501	0.004004004004004	0.00600600600600601	0.001001001001001	0.001001001001001
182	0.356356356356356	0.0780780780780781	0.032032032032032	0.213213213213213	0.0800800800800801	0.048048048048048	0.046046046046046	0.00800800800800801	0.01001001001001	0.0730730730730731	0.042042042042042	0.004004004004004	0.00600600600600601	0.001001001001001	0.002002002002002
181	0.426	0.061	0.024	0.241	0.061	0.038	0.021	0.011	0.004	0.078	0.035	0	0	0	0
178	0.384384384384384	0.0700700700700701	0.029029029029029	0.247247247247247	0.0730730730730731	0.041041041041041	0.024024024024024	0.01001001001001	0.004004004004004	0.0770770770770771	0.04004004004004	0	0	0	0
176	0.284284284284284	0.109109109109109	0.034034034034034	0.257257257257257	0.0650650650650651	0.0660660660660661	0.026026026026026	0.013013013013013	0.004004004004004	0.0940940940940941	0.041041041041041	0.003003003003003	0.003003003003003	0	0
172	0.334	0.081	0.023	0.236	0.078	0.047	0.029	0.009	0.004	0.101	0.058	0	0	0	0
170	0.352647352647353	0.0769230769230769	0.023976023976024	0.246753246753247	0.0689310689310689	0.0469530469530469	0.028971028971029	0.00899100899100899	0.003996003996004	0.0969030969030969	0.0449550449550449	0	0	0	0
167	0.355644355644356	0.0739260739260739	0.021978021978022	0.255744255744256	0.0659340659340659	0.043956043956044	0.024975024975025	0.00899100899100899	0.002997002997003	0.0899100899100899	0.0459540459540459	0.004995004995005	0.004995004995005	0	0
166	0.303696303696304	0.0769230769230769	0.024975024975025	0.246753246753247	0.0819180819180819	0.0529470529470529	0.031968031968032	0.00999000999000999	0.003996003996004	0.106893106893107	0.0599400599400599	0	0	0	0
164	0.335335335335335	0.0780780780780781	0.026026026026026	0.258258258258258	0.068068068068068	0.047047047047047	0.025025025025025	0.00900900900900901	0.005005005005005	0.0940940940940941	0.0540540540540541	0	0	0	0
163	0.342	0.084	0.023	0.219	0.075	0.05	0.029	0.012	0	0.113	0.053	0	0	0	0
162	0.342342342342342	0.0740740740740741	0.018018018018018	0.229229229229229	0.0780780780780781	0.0450450450450451	0.035035035035035	0.00800800800800801	0.003003003003003	0.0910910910910911	0.0620620620620621	0.00500500500500501	0.00800800800800801	0.001001001001001	0
161	0.365365365365365	0.0700700700700701	0.022022022022022	0.245245245245245	0.0680680680680681	0.046046046046046	0.027027027027027	0.00900900900900901	0.003003003003003	0.0880880880880881	0.0560560560560561	0	0	0	0
160	0.339	0.074	0.019	0.264	0.078	0.043	0.03	0.008	0.003	0.09	0.041	0.004	0.005	0.001	0.001
159	0.351648351648352	0.0769230769230769	0.020979020979021	0.241758241758242	0.0679320679320679	0.038961038961039	0.031968031968032	0.00699300699300699	0.002997002997003	0.0909090909090909	0.0559440559440559	0.004995004995005	0.00799200799200799	0	0
158	0.342	0.069	0.021	0.243	0.076	0.05	0.035	0.009	0.003	0.085	0.054	0.005	0.006	0.001	0.001
156	0.391391391391391	0.0840840840840841	0.024024024024024	0.204204204204204	0.0670670670670671	0.038038038038038	0.027027027027027	0.00700700700700701	0.002002002002002	0.0870870870870871	0.0600600600600601	0.003003003003003	0.005005005005005	0	0
