Sample	Ia 1022	Ib 1020	Ic 1018	IIa5 1036	IIa6 1036'	IIb5 1034	IIb6 1034'	IIc5 1032	IIc6 1032'	IIIa5 1050	IIIa6 1050'	IIIb5 1050	IIIb6 1050'	IIIc5 1050	IIIc6 1050'
352.5	0.799498899833175	0.0138469392687742	0.00862119032242695	0.158838041602199	0.00375364331363918	0.00244359797501142	0.000523218267046847	0.00205427072346011	0	0.00913241056340991	0.00128778813085708	0	0	0	0
377.5	0.82462109580019	0.0200502361373992	0.0119484701842925	0.129819573872764	0.0003359186160353	0.00265412926028354	0.000793327890788841	0.00253919365311023	0	0.00657177248149364	0.000666282103642698	0	0	0	0
402.5	0.830073250360744	0.0187127009071295	0.0153096855216233	0.115876407537087	0.00535025620149551	0.00263139219465453	0.000867303760387609	0.00264833930660185	0	0.0076016623704561	0.000929001839820841	0	0	0	0
427.5	0.868777157320795	0.0228316581734452	0.0161089025899795	0.0790375902254541	0.00161905617804662	0.00291975985984798	0.000892407729367833	0.00262626016070736	0	0.00459651003117325	0.000590697731183714	0	0	0	0
452.5	0.859496968441623	0.0292759243258321	0.0201139734935279	0.0787742321305361	0.00198628621374051	0.00214021301562595	0.000708586116971145	0.0018960214458017	0	0.0048698380508592	0.000737956765482753	0	0	0	0
477.5	0.845777887532974	0.0328308372191357	0.0226007771550839	0.0845758183280877	0.00258690988389512	0.00192810952075544	0.000807228294918386	0.00142129031518243	0	0.00634493068544794	0.00112621106451899	0	0	0	0
502.5	0.841185464793057	0.0301428158758508	0.0217984638749443	0.0918761846598666	0.00427581460097035	0.00248387179239317	0.000783633442455358	0.001620216788084	0	0.00448623236565658	0.0013473018067223	0	0	0	0
527.5	0.80740324068572	0.0208643141913313	0.0155133789209292	0.1311603329953	0.00890914894989547	0.00381600269246302	0.00094193794212022	0.00276425548194268	0	0.00758910201557632	0.00103828612472151	0	0	0	0
552.5	0.900755462159448	0.0184508363331253	0.0116485096509912	0.0612831054733982	0.00180928253477912	0.00142844613736522	7.89157657952294e-05	0.00111231123104053	0	0.0026808947821049	0.000752235931952433	0	0	0	0
577.5	0.859380805032925	0.0187430980475955	0.012063390570443	0.0955246692327144	0.00424220018724421	0.00231198811568711	9.42995984301955e-05	0.00136505535203322	0	0.00523069801661394	0.00104379584631326	0	0	0	0
602.5	0.854237787822565	0.0208095857688585	0.0131390746966163	0.0970658063198819	0.00364258383224488	0.00239352531400956	0.000549835768077231	0.00161419197164773	0	0.00547043877477673	0.0010771697313222	0	0	0	0
627.5	0.859198105691729	0.0220269508993265	0.0147152407233069	0.0894318533509845	0.00382610085873652	0.00232402760876528	0.000569502349791325	0.0016054521856219	0	0.00509451826982334	0.00120824806191502	0	0	0	0
652.5	0.89321863559224	0.0180338201718871	0.0124780453928203	0.0667929723515072	0.00134044784610312	0.00185399558850136	0.000616539653897764	0.00205292033600352	0	0.00292450438760367	0.000688118679436158	0	0	0	0
677.5	0.892396102827001	0.0176897538200322	0.0123156075922359	0.068683725881863	0.00140848667200801	0.00208421701131059	0.000159728146570091	0.00198144565184067	0	0.00265060139238929	0.000630331004748867	0	0	0	0
702.5	0.861049342908222	0.0173946989651187	0.0102594680769143	0.0976391018442454	0.00377343512376385	0.00190150922538957	0.000218084124278516	0.00133972333196863	0	0.00529913203410497	0.00112550436599362	0	0	0	0
727.5	0.816423969058292	0.0303974086252395	0.0109488820768715	0.125636912775646	0.00335619352778494	0.00277439936397632	0.000101457596330331	0.000241114924319612	0	0.00892644944222823	0.00119321260931193	0	0	0	0
752.5	0.845036698578433	0.0274428114490507	0.0134473186792927	0.0971290400482575	0.00550476307955601	0.00298947204468462	0.000188819730780771	0.00194381054512247	0	0.00534645009905693	0.000970815745765459	0	0	0	0
777.5	0.815176094067681	0.037984858037171	0.0114855631167057	0.0942574477668787	0.0239465228848426	0.00591315109494198	0.00185963652333012	0.00129033663606258	0	0.00624605488937638	0.00184033498300987	0	0	0	0
802.5	0.777057874609495	0.0539812659513569	0.00970693872243437	0.108354651225587	0.0267891728050689	0.0104684105157867	0.00223475187413552	0.00122760985959312	0	0.00791820537056282	0.00226111906597876	0	0	0	0
827.5	0.774595191044843	0.0529381794165801	0.00933609538564924	0.108576241839194	0.0295070002642919	0.0106749042448048	0.00212590123812349	0.00121678351605327	0	0.00874042664917829	0.00228927640128179	0	0	0	0
852.5	0.765222092978819	0.0527221526908636	0.010046252949775	0.116757349358454	0.0268975890664858	0.0128404780785142	0.00235205743820998	0.00159670007356524	0	0.00944674402163009	0.00211858334368342	0	0	0	0
862.5	0.668628213190244	0.105132387809889	0.0131407871289125	0.134154812432443	0.0292946147501333	0.0288972252849063	0.00409286786069388	0.00220242553752475	0	0.0126460805569083	0.00181058544834492	0	0	0	0
877.5	0.657485000200043	0.114436919443245	0.0143636621999523	0.133674740598999	0.0295981336648074	0.0301615660218834	0.00382344866405553	0.00252082175036525	0	0.0119794217506412	0.00195628570600806	0	0	0	0
892.5	0.585488017882216	0.140554034586697	0.0129978996997679	0.171420902355335	0.0258193503718966	0.0368801507899982	0.00298792140165424	0.00228673331793484	0	0.0204312229914427	0.0011337666030567	0	0	0	0
902.5	0.557696412569181	0.173694101913248	0.0148322398132797	0.159051730319335	0.0281756378215123	0.042271041979484	0.00350758423980001	0.00247966472259151	0	0.0149008625966838	0.00339072402488388	0	0	0	0
912.5	0.567957103940413	0.162164331787106	0.0136620873373925	0.162839021466037	0.0275520444241669	0.0424909765093889	0.00253298936332956	0.00235947849803206	0	0.0175468121712066	0.000895154502926713	0	0	0	0
927.5	0.59487650211172	0.130216809537275	0.0170913948006847	0.150725719293106	0.04554223696037	0.033290512193972	0.0078168768501361	0.00358469131031782	0	0.0145584166760576	0.00229684026636029	0	0	0	0
937.5	0.570184346960807	0.127774514524897	0.0143200074510802	0.164078049168459	0.0526663101589888	0.0366200261535308	0.00901589678400075	0.00340232110717312	0	0.0180969755700547	0.00384155212100889	0	0	0	0
952.5	0.552091064799954	0.0910152571192478	0.0150064094602389	0.185382835919431	0.0682665699467633	0.0353556104034423	0.0110948298249709	0.00514438971177361	0	0.0315661596168749	0.0050768731973033	0	0	0	0
962.5	0.555006219637556	0.0912046518321776	0.0206820872137104	0.171780777735273	0.0721394756598596	0.0381344238307267	0.0127653480421374	0.00605589300701021	0	0.0276163590894953	0.00461476395205347	0	0	0	0
977.5	0.581098891847402	0.110530534854097	0.0108365422626978	0.179039041567226	0.0566542492778602	0.0315997619709973	0.00811100037022086	0.00281665910189022	0	0.0158494267851652	0.00346389196244245	0	0	0	0
992.5	0.563892231012888	0.0969566662840814	0.0167692720722004	0.171163197673882	0.0691033059323141	0.0359828021335064	0.0131300948151783	0.00466869436847709	0	0.0229374697394858	0.00539626596798685	0	0	0	0
1002.5	0.557309115566246	0.138270201959338	0.0129936306244205	0.167886231768787	0.0556275939860497	0.0363638079996401	0.0113882314377853	0.0031603848619674	0	0.0137873923641406	0.00321340943162482	0	0	0	0
1012.5	0.56845237106618	0.0841467429320299	0.0152687490395295	0.189339306447211	0.060093852062282	0.0344297309738554	0.00959762427460985	0.00475554179451815	0	0.0297927236941229	0.00412335771566157	0	0	0	0
1027.5	0.584048901366594	0.0831128278192214	0.014838239857422	0.175014612329194	0.0620863678945937	0.0350200223920586	0.00854959457696478	0.00465788723040898	0	0.029091802280629	0.00357974425291381	0	0	0	0
1037.5	0.590973285971643	0.0929848658457774	0.00965886716843789	0.179485088307912	0.0583370275774991	0.0330541319145283	0.00753114402599671	0.00260064022799072	0	0.0209687721301375	0.00440617683007742	0	0	0	0
1052.5	0.551748145967929	0.0886875375700078	0.0128410362989171	0.192599613459728	0.0662006605538854	0.0367074453561932	0.00936554933404376	0.00531165578388446	0	0.0312456278408683	0.00529272783454322	0	0	0	0
1062.5	0.574271831210078	0.0882030953496299	0.0115867806830285	0.178812854354644	0.0678202328567903	0.0356295761243501	0.00942883782308735	0.00404267945753092	0	0.025827979285295	0.00437613285556603	0	0	0	0
1077.5	0.557362778917644	0.107020209619785	0.0126547433050625	0.177597782018487	0.0675691923886615	0.0386557670753779	0.0110916654127355	0.00398082118192033	0	0.0198267606247811	0.00424027945554545	0	0	0	0
1092.5	0.544882942179693	0.142459238759933	0.012906102869395	0.16310261462504	0.0641685190076283	0.0423638753388167	0.00910880389805775	0.00301302443064376	0	0.0143594406280897	0.00363543826270285	0	0	0	0
1102.5	0.593624249556349	0.0773203943740449	0.0103161404161797	0.186952808078045	0.0560584075276489	0.0325427661947926	0.00630520684718086	0.00324548735550783	0	0.0291295255243209	0.00450501412593065	0	0	0	0
1112.5	0.578827370794005	0.0930469803117233	0.0141289780730533	0.176922351570856	0.0612304574420631	0.0352425624807317	0.0114391051964797	0.00412434145628853	0	0.0197671822317419	0.00527067044305829	0	0	0	0
1127.5	0.573223114591007	0.0899476174662002	0.0149623395188668	0.165891353044506	0.0732509089657121	0.035955879030274	0.016376983532102	0.00494811597175948	0	0.0197974848063396	0.00564620307323298	0	0	0	0
1137.5	0.589014075056442	0.0872093023255814	0.0133797239194388	0.179184461127162	0.0615599525305631	0.0297257942710389	0.00897107232510775	0.00336219917165306	0	0.0235103964382134	0.00408302283479899	0	0	0	0
1152.5	0.52481591674766	0.0849951447867975	0.0193206112135694	0.185322771928287	0.080385780385201	0.0398375627015558	0.0157184726241512	0.00741929922925472	0	0.0349583002610763	0.00722614012244779	0	0	0	0
1162.5	0.558912218753278	0.10145132583504	0.0115139697650217	0.178602797697292	0.0701295037561491	0.0334086192354051	0.0112507263488939	0.00323066268457408	0	0.0253356782290835	0.00616449769526245	0	0	0	0
1177.5	0.581548008587142	0.103399370906237	0.0103902185323576	0.176890148575172	0.0597172084715913	0.0349384737745544	0.00770918135287784	0.00270891038872892	0	0.01855295640164	0.00414552300969979	0	0	0	0
1192.5	0.579266646578913	0.100523785634095	0.0097746169306116	0.159628241444605	0.0811739635177838	0.0331881942128914	0.00970961214320019	0.00253996647282494	0	0.0199165109100976	0.00427846215497753	0	0	0	0
1202.5	0.582227990818142	0.0990168198186075	0.0105040808566309	0.161021718968376	0.0740185368103486	0.0342359777611879	0.00935662783938785	0.00247023462203568	0	0.0217139430338434	0.00543406947144015	0	0	0	0
1212.5	0.587367793512152	0.0835135752446942	0.00928985502424287	0.179720969667885	0.0754589098350725	0.0319996508353236	0.00738119251088742	0.00219245667294994	0	0.0184246997213141	0.00465089697547842	0	0	0	0
1227.5	0.546491248292246	0.0938105903793094	0.0127665976689615	0.183340269503581	0.0804934468357717	0.0382794698258394	0.0111395298611229	0.0038065014766156	0	0.0233780281539757	0.0064943180025771	0	0	0	0
1237.5	0.53066168474293	0.0910298263886157	0.011316180646485	0.20019615801047	0.0763779658163929	0.0361196128368534	0.011432288379165	0.00332038400458761	0	0.0327700496705811	0.00677584950391893	0	0	0	0
1252.5	0.533528626814956	0.101336245208221	0.0136888500431172	0.190787982323097	0.0645562974163148	0.040095146174094	0.0127211463034068	0.00399584329470308	0	0.0346381072345835	0.00465175518750745	0	0	0	0
1262.5	0.582199172781825	0.103640011757453	0.0115485408187413	0.153944174724067	0.0759714996718532	0.0311866251129629	0.0145986546802927	0.00285999490218452	0	0.0181806272429521	0.00587069830766758	0	0	0	0
1277.5	0.574271307027334	0.0963125934050769	0.0117040429238341	0.174082997175826	0.0713505126357523	0.0317874237377111	0.00962130087442445	0.00283484334502979	0	0.0237099222125246	0.00432505666248648	0	0	0	0
1292.5	0.580310267650753	0.097758509554405	0.0117471866344065	0.175500835924722	0.0643832362032604	0.0313099044360417	0.00932811472099049	0.00252834601045581	0	0.0226341162579063	0.00449948260705875	0	0	0	0
1302.5	0.555907377627453	0.0921696320892955	0.0120761966260162	0.18815860581357	0.0712895934596318	0.0367974963545504	0.00932148406622763	0.00304659128417857	0	0.0275098553693797	0.00372316730969711	0	0	0	0
1312.5	0.562908852373867	0.0999761253088437	0.0117859200412897	0.168893578598415	0.0761412937918406	0.0384716745897402	0.00784385650639439	0.00312131109996441	0	0.0259310924088892	0.00492629528075568	0	0	0	0
1327.5	0.58189796832548	0.0923761621222701	0.0119226815156332	0.179545244552981	0.0617942618147879	0.0333262573844252	0.00880277283630933	0.00350282862519576	0	0.0232796379921147	0.00355218483080295	0	0	0	0
1337.5	0.555725910216538	0.103707463419996	0.0117398697797118	0.178196183911911	0.0743381492425369	0.0372711931256102	0.0110584601159956	0.00256561124006699	0.000181849334997187	0.0202072597487408	0.00500804986389588	0	0	0	0
1352.5	0.559221264879724	0.109465052196472	0.0139960744307684	0.178722100601078	0.0656173326939362	0.0386468624298296	0.0090239764023726	0.00408358905789311	0	0.0175554462451692	0.00366830106275765	0	0	0	0
1362.5	0.548761030402653	0.103816177501626	0.0127182983355619	0.191835743812032	0.0678407166392704	0.0379369188303023	0.00890076667332098	0.00318697332434637	0	0.0206284528365515	0.00437492164433539	0	0	0	0
1377.5	0.529288091981049	0.0900445829452406	0.0167647433833334	0.176703772297776	0.0872531964077196	0.0390742249490167	0.0175265938096771	0.00535341114638463	0.000684051782201255	0.029844136179323	0.00746319511827915	0	0	0	0
1392.5	0.570564686990261	0.10022335684412	0.0139885250585149	0.158810298266352	0.0744431805175868	0.03437699035717	0.0129311512247713	0.00391868290667065	0.000335712369854121	0.0239498122020198	0.00645760326267866	0	0	0	0
