Sample	Ia	Ib	Ic	IIa	IIa'	IIb	IIb'	IIc	IIc'	IIIa	IIIa'	IIIb	IIIb'	IIIc	IIIc'
0	0.134771010666628	0.108927254312996	0.00866715427762366	0.0395166530687581	0.348294255261252	0.0664301326490015	0.0602931620510881	0.00197824065759628	0.00289690017506072	0.025428464601983	0.186283498244055	0.00378026997641105	0.0127330040575463	0	0
0.35	0.159148946555679	0.146068658128384	0.0100792824747595	0.0468370604270492	0.310152068345667	0.0403557309824914	0.0998889783032026	0.00241269223547093	0.00327353790302644	0.0227144547526401	0.144457623232506	0.00249778064523413	0.0121131860138894	0	0
0.7	0.166116019724295	0.165536066480537	0.0111371444909115	0.0476857079167858	0.292543403901523	0.0511769364484778	0.0854203112052297	0.00201884649013197	0.00333520709055578	0.0208919892032817	0.138005680807303	0.00332464989930863	0.0128080363416598	0	0
1.05	0.160817194693232	0.14049584999931	0.0103781136887218	0.0437336041985926	0.315597746984055	0.0408683349956874	0.0990965575352167	0.0026257046332942	0.0033761969458403	0.0240363495383997	0.144996314304189	0.00316413081289226	0.0108139016705696	0	0
1.4	0.165553601636481	0.130005162406347	0.0105854851720306	0.0483213906850335	0.315604143231519	0.0425529780290591	0.100391114324683	0.00314531883447544	0.00263963886741064	0.0260572152329182	0.140180893675375	0.00382084953882445	0.0111422083658441	0	0
1.75	0.170548652058857	0.137126585199405	0.0124172603237415	0.0611124258030941	0.295212611878378	0.0515453085953034	0.0928064964331479	0.00421914660670362	0.00307461177036641	0.0255611470878482	0.132029398913006	0.00386329603644915	0.0104830592936995	0	0
2.1	0.190616313816066	0.164860531808167	0.0131649887042646	0.046419504579047	0.283171881199617	0.0645079500256452	0.0789996096761603	0.00493291913844883	0.0032094727187292	0.0254200820002645	0.110272183673711	0.00444022937708401	0.00998433328279554	0	0
2.45	0.200345065528755	0.198458583590488	0.0148283926519502	0.0604763232598877	0.235176612898106	0.0520919048291105	0.0944342190145464	0.00447203167219068	0.00484097733731108	0.0232723893370552	0.0965221438209293	0.00426790289916576	0.0108134531605043	0	0
2.8	0.201415323990118	0.190970923921168	0.0147427121555675	0.0556536368814002	0.24332654289841	0.0652734401962496	0.0819200333086889	0.00540380325874436	0.00434075999472908	0.0248084030617122	0.0977121315752271	0.00397829177067942	0.0104539969873059	0	0
3.15	0.201507203161373	0.174192801411388	0.01546895786786	0.0542923599804754	0.258106813306946	0.0673806908271486	0.0843972091272302	0.00527728475856356	0.00394041692942316	0.0257025036395984	0.094101697132241	0.00536076422527333	0.0102712976324798	0	0
3.5	0.199953667817657	0.174132581390673	0.0149360088974508	0.0558159501821568	0.262551073245299	0.0732715700266007	0.0777900026673843	0.00475740758901444	0.00474442144254593	0.0266936957632473	0.0919089291996787	0.00492458556654004	0.00852010621175151	0	0
3.85	0.193667199060198	0.167675645765707	0.0163815457402999	0.0568794043546923	0.25985735236911	0.0724303295341624	0.0895100421840122	0.00535864766059928	0.00567647452944138	0.0299312757421969	0.0872991803037707	0.00542920708230911	0.00990369567350051	0	0
4.2	0.208448248575451	0.177981802076012	0.0174561159410724	0.0727487550900858	0.225732226046688	0.0893076133207423	0.0725126741167496	0.00597402996784498	0.0076806010070288	0.0270182391772156	0.0790830007448083	0.00567494406437304	0.0103817498719275	0	0
4.5	0.230408078536851	0.189000697987173	0.0159213532945783	0.0501275455422753	0.233382923827073	0.0738028672693684	0.0796266338348771	0.00603018261319503	0.00828512819853572	0.0246884111048035	0.0747401392877375	0.00499576503805915	0.00899027346547272	0	0
4.8	0.220692515108327	0.179536542875852	0.0152916793071499	0.0503213177502429	0.24216662006755	0.0551461906330048	0.0986945510592122	0.00665104668604628	0.00774532435416813	0.0221842776562334	0.0851607410134946	0.00517428519891374	0.0112349082898045	0	0
5.1	0.224131070533065	0.203319950312943	0.0174611731490998	0.045729756331976	0.22169841226974	0.0689780551924122	0.0887132097817713	0.00794775000553456	0.0087761380657585	0.024319975928413	0.0710896507823324	0.00648905912293791	0.0113457985240158	0	0
5.4	0.224399055026349	0.227522469751704	0.0207187257895856	0.0525433596542366	0.192654206105187	0.0744886082609018	0.0871789984960831	0.00942730309041809	0.00895278750353204	0.0253327924603423	0.0604564069406658	0.00594485611936374	0.0103804308016309	0	0
5.7	0.211510568686946	0.249834285314219	0.0238630785223532	0.0545206434028769	0.162399818870471	0.101444819159115	0.0683316062430731	0.0133576477071597	0.0085083385500876	0.0312204420887052	0.0532336575022385	0.00630022874563297	0.0113079034134155	0.00216102595302833	0.00200593584067807
6	0.214349642617225	0.252191468112068	0.0236819245117551	0.0525955698629887	0.161669190103035	0.0904425067514387	0.0839901683600881	0.013900979569257	0.00690909587575057	0.0300211418970627	0.0515941556828265	0.00577654512191637	0.00963045210779209	0.00183423616465156	0.00141292326214503
6.3	0.209756215563287	0.244812963823023	0.0266132855316406	0.0371863121906535	0.17540956878876	0.0977790059517205	0.0812416698684075	0.0154157497016611	0.00706368006469224	0.0298986234015928	0.0549345913037962	0.0063116155126597	0.00999152963154082	0.0021842393385732	0.00140094932799234
6.6	0.20610955435346	0.240113645714682	0.0263264802311027	0.0548155783559196	0.16070537723823	0.114727832083837	0.070587905797635	0.0149717257199944	0.0078190330586029	0.0281721259053616	0.0538770195140895	0.0071927111981163	0.0114068421303374	0.00205740321274357	0.00111676548588885
6.9	0.209135593435665	0.236512134365139	0.0250718958334517	0.0450108704627979	0.169896365357207	0.0934043220411797	0.0934706012738317	0.0156024071814928	0.00696007165177877	0.0293095459145414	0.0540482486067988	0.00678509614918494	0.0119063161016244	0.0018558185142553	0.0010307131110519
7.2	0.207668119951918	0.23491204956209	0.0273761193394342	0.0532323382648683	0.156425280612746	0.105004294758838	0.0882484917167244	0.0178709459769287	0.00784074960532435	0.0297553809356924	0.0508234964659334	0.00691040617200652	0.0108549108458833	0.00207583422312767	0.00100158156848359
7.5	0.211255300824444	0.239779305921496	0.0269132590155013	0.0529415551838449	0.156690706383826	0.0956946919478488	0.0931144370709688	0.015001998248344	0.00770665471361882	0.0257229589624171	0.0520266611274494	0.00690385692298909	0.0125430230764278	0.0022783675343559	0.00142722306646696
7.8	0.211953184883756	0.238596163898757	0.026536979270581	0.0551436546215094	0.155085842769467	0.0903450575406107	0.0981632990752146	0.0162032525805944	0.00727607667481299	0.0262276960762617	0.0514092858953835	0.00727471479372836	0.0119164594905067	0.00246890882228836	0.00139942360652895
8.1	0.194086715778211	0.219878616440653	0.023962574861747	0.0549123015254236	0.158317155471387	0.0992522497451827	0.0969877369645333	0.0160735190315825	0.00820105943246099	0.0285137933797496	0.0729713005449438	0.00833632287144609	0.0151417750353453	0.00212345867006504	0.00124142024726888
8.4	0.208158676746991	0.232140052848829	0.0270580815514963	0.0580485664668872	0.149538400872708	0.116536249054421	0.0803186400500962	0.0162118853785622	0.0081493084387649	0.0269898254014213	0.0528274142078979	0.00745219060252312	0.0126771219101495	0.00243776630045975	0.00145582016879191
8.7	0.203149119812737	0.224700499218858	0.0237699099502424	0.0561568676338264	0.170250245376798	0.111483802604395	0.0730158382536795	0.0146748907465203	0.00802536377992086	0.0249537411301631	0.065766456881174	0.00722571232973925	0.0136648290869793	0.00198739939340708	0.00117532380155992
9	0.208105506903966	0.238677768284661	0.0273192575978708	0.0557995062259794	0.148553184752912	0.103581921553199	0.0895523778735088	0.0166300466616175	0.00903566995243403	0.0251222399914936	0.0527885753988289	0.00754865689246105	0.0135856823620986	0.00224200663681831	0.00145759891215154
9.3	0.205005977130347	0.232850633099291	0.0266459616917551	0.0506502099401802	0.150995153458697	0.102478661502336	0.0984375752807944	0.0173512841579109	0.00872500783052044	0.0272201647155642	0.0527743341527398	0.00875294573583751	0.013760050925003	0.00269268694227639	0.00165935343674716
9.6	0.202201774559595	0.236880773159839	0.027863560010558	0.0548201500002576	0.146136269073152	0.0951652205956554	0.104097490773096	0.0182847853288366	0.00842531700577691	0.027109778260357	0.0532611828195188	0.00817079870940018	0.0137420939851709	0.00249980226439841	0.00134100345438793
9.9	0.201841690966444	0.231677531736721	0.0283510500940916	0.0562215288070606	0.145865542514903	0.104303684005459	0.0961774272580696	0.0185048496648015	0.00819324778959977	0.0283317359911161	0.053434594995427	0.00827875451714286	0.0148303415737131	0.00256314875235457	0.00142487133309589
10.2	0.201519976511888	0.22750423454898	0.027477017772645	0.0560756165080831	0.145054560410527	0.102551834373033	0.10090369486022	0.0196120557380227	0.00940210795564149	0.0282884579997267	0.0519260988576549	0.0101538602958033	0.0147094355973044	0.00312132207150609	0.00169972649896339
10.5	0.201147987280939	0.234386107661003	0.0298320943297115	0.0511169956942757	0.143706419565906	0.0992444989141859	0.103116744847708	0.0197036098943135	0.00950421854563784	0.0278282514996555	0.0529920500324881	0.00935995009673588	0.0139120472389695	0.00290231379036923	0.00124671060810181
10.8	0.200089064696439	0.230976260287476	0.0297315458854878	0.0534894480319814	0.145789748808839	0.108476030858336	0.0938966549464153	0.0206182588070265	0.00936650953291951	0.0271508395531039	0.0531376149101621	0.00884738917874322	0.0142009744839348	0.00291997142797091	0.00130968859116472
11.1	0.202796312865788	0.233575995160409	0.0306968348372584	0.0560227827258828	0.1403996041516	0.105267701252719	0.095907075692686	0.0216337453613546	0.00896195059952319	0.0261480870684541	0.0493372853194955	0.00943151699217595	0.0151706690110873	0.00319316843115506	0.00145727053041216
11.4	0.198036714925751	0.2310178668776	0.0297981946757761	0.064210842617898	0.135533269680763	0.0885705782893685	0.113929835668374	0.0212009765633875	0.00903954794299898	0.0269176968881121	0.052508439507345	0.00879805938441763	0.0151699266154452	0.00328175765629859	0.00198629270646435
11.7	0.197270075391166	0.22880439440099	0.0309436014027092	0.0535325855919681	0.147751236165728	0.0981745011295319	0.106510784043404	0.0214419257867378	0.00826538778414924	0.025257113191645	0.0537467737925765	0.0090645077678257	0.0147578713412318	0.00302876617790605	0.00145047603243052
12	0.200465037208245	0.233118919735416	0.0298153871243486	0.0365751791805875	0.164919464764906	0.105597989286712	0.0972269892841166	0.0182627812104555	0.00939294012483765	0.0243297471660456	0.0517511846099663	0.00855849788444673	0.0159740803934617	0.00274657465470549	0.00126522737174992
12.3	0.202992321524606	0.236491442442582	0.0303082477367639	0.0533720606274533	0.144889344034921	0.105034965264245	0.0928830810123028	0.0199989974055928	0.00935454231781017	0.0233734782372734	0.0524294320647811	0.00872274390589556	0.0158434075233062	0.00282534037519292	0.00148059552727277
12.6	0.203544678846435	0.242204968473254	0.0315550262539046	0.0451501157564917	0.150065007204311	0.093477826873754	0.105340268524557	0.0202595875980362	0.0101715552877171	0.0222204256712229	0.0469137669743429	0.00831984180021794	0.0161970572131487	0.00318222543886558	0.00139764808374232
12.9	0.212341593136382	0.246982594662038	0.0315792692053769	0.0384769919334182	0.148583762002515	0.0842181564450463	0.111523092883587	0.0217877114376862	0.0106021256110762	0.0218406614821667	0.0444702018878973	0.00825338118951083	0.0152862052896246	0.00297873282263803	0.00107552001103752
13.2	0.216417966195923	0.241776681441605	0.0295466879713058	0.0452133825531309	0.145905237255037	0.0847613422149844	0.113454280671584	0.0208048748341527	0.00995933342446169	0.0211859014558214	0.0429296255362801	0.00795839758952826	0.0157326599795228	0.00298447554603732	0.00136915333062569
13.5	0.216673285290799	0.239356085776227	0.0301106174920672	0.04817656753749	0.149324751104738	0.0891101083584827	0.107011174595861	0.0204379358582002	0.010215269527928	0.0201854583381856	0.0435414197443182	0.00745932478925667	0.0145670808607791	0.00259129451385918	0.0012396262118071
13.8	0.215989718542862	0.249674796145803	0.0309220351931199	0.0608193899160882	0.133011497731191	0.0833730998693788	0.109215960859148	0.0195380486393232	0.0111723157191386	0.0192017083915503	0.0405549098269547	0.00743773539188202	0.015157742650377	0.00252468126371879	0.00140635985946453
14.1	0.219875737906618	0.242852051885865	0.0299615321780117	0.0491648430681882	0.149450959174635	0.0838885934415762	0.108682969471057	0.0205971045524432	0.00935818951712317	0.0190752884752923	0.0409702533103305	0.00663960645391106	0.0156118033842688	0.00260331924872843	0.00126774793195153
14.17941	0.220750685297736	0.249842586111932	0.0303905584975265	0.0489642943721874	0.145265721481147	0.0747010101179438	0.111890034280879	0.020408742296949	0.0109165938557353	0.0191387604664105	0.0413541366351446	0.00682008284674455	0.0153504321561308	0.00269376549461104	0.0015125960889225
14.25882	0.222082407985405	0.25004625979292	0.0310898936354638	0.0395177246386353	0.150732780106169	0.0772321385331652	0.11033963573589	0.022101386361987	0.0101875981643193	0.0202992828223092	0.0395154225278664	0.00693625974659656	0.0157777968996464	0.00287084442686356	0.00127056862276364
14.33824	0.215420896085693	0.250275842999124	0.0318823609600973	0.0529355142020079	0.13808818106135	0.0863945928521615	0.102319373063258	0.0232887390871985	0.010636363176366	0.0209198080424419	0.0405103608922342	0.00682328576263185	0.0159387397866655	0.0030949480325779	0.00147099399619192
14.41765	0.217373521396871	0.246995922766064	0.0306221305745216	0.0533046867841131	0.137425701735081	0.0658357580521049	0.125275590658219	0.0235342791070495	0.00976422719997505	0.0225387390212125	0.0393094766399855	0.00714988372696584	0.016274867938008	0.00321299916514455	0.0013822152346846
14.49706	0.213240494306808	0.2378050957741	0.0288032162770107	0.0278206692794273	0.167126711430309	0.0703527098547839	0.123138525656372	0.021737622890537	0.0113403427767651	0.0214258463171343	0.0444841631826255	0.00667417106595088	0.0215084141900997	0.00335834221671469	0.00118367478136262
14.57647	0.228792631349825	0.250808862701398	0.0306114379842799	0.0407311977293107	0.152548966881901	0.0688974962890592	0.114725657197199	0.0185633463109438	0.0103130260275701	0.01807345224662	0.0410236106201794	0.00574396826875444	0.0159029380999187	0.0020780958963474	0.00118531239669409
14.65588	0.22041647271356	0.247774774831546	0.0295354486806342	0.0566509471959866	0.141466884526843	0.0682292169264936	0.118879771901276	0.0184695871784513	0.0106612647547034	0.0195754900164671	0.0412284768993783	0.00661108352132644	0.0167743655275371	0.002267229888015	0.0014589854377818
14.73529	0.21545082455797	0.248680503484675	0.0300237555682488	0.0596149121034713	0.139086179363935	0.0643124057018127	0.124866280655222	0.0194381452185799	0.0107638035742379	0.0210564387262072	0.040912860039956	0.00609244189485124	0.0158090170865702	0.00207841375150225	0.00181401827276087
14.81471	0.222899348796336	0.244263125861167	0.0288576115845956	0.0459637969448113	0.157736446390918	0.0813895628314822	0.105270612494418	0.0179132498573179	0.0103900505775343	0.0182701417627632	0.0418876175187397	0.00602197722816963	0.0158534257443948	0.0020851964595726	0.00119783594777953
