Sample	Ia	Ib	Ic	IIa	IIa'	IIb	IIb'	IIc	IIc'	IIIa	IIIa'	IIIb	IIIb'	IIIc	IIIc'
925A-14R-5-(125-128)	58.5	2.8	5.4	2.6	6.3	0.2	4.8	0.2	2	9	5.6	0.3	1.8	0.1	0.3
925A-15R-1-(97-100)	61.3	3.8	2.9	3	4.4	0.9	3.2	0.1	1.7	10.9	5.8	0.3	1.2	0.1	0.4
925A-15R-7-(20-23)	60.5	3.4	2.7	4	7.5	0	5	0.2	1.1	4.9	8.2	0.3	1.8	0	0.5
925A-16R-4-(67-70)	54.4	3.4	3	4.3	6	1.2	3	0.1	1.4	14.3	6.9	0.4	1.3	0.1	0.3
925A-17R-3-(137-140)	64.2	3.4	3.7	3.6	5.2	0.2	3.9	0.2	1.8	5.2	6.2	0.2	1.5	0.1	0.5
925A-18R-3-(8-11)	62.5	3	3.5	5.2	9.4	0.8	2.3	0.2	1.3	5.8	4.3	0.4	1	0	0.3
925A-18R-7-(16-19)	69.1	3.6	2.6	3.7	4.6	0.8	2.9	0.1	1.5	4.8	4.6	0.2	1	0.1	0.4
925A-19R-3-(106-109)	70.3	3.6	3	2.8	4.6	0.8	2.7	0.1	1.7	4.1	4.7	0.2	1.1	0.1	0.3
925A-20R-1-(55-58)	62.6	4	5	3.1	5.8	1	3.2	0.2	2.3	5	5.6	0.3	1.4	0	0.6
925A-20R-4-(66-69)	71.7	3.3	2.6	3.5	5.1	0	3.3	0.1	1	3.1	4.6	0.2	1.2	0	0.3
925A-22R-3-(26-29)	67	3.3	3.8	3.4	5.6	0.2	3.6	0.2	1.6	4.6	4.9	0.6	1	0	0.4
925A-22R-7-(26-29)	64.9	2.3	5.5	4.5	7.7	0.8	2.4	0.2	1.7	3.5	4.6	0.3	1	0	0.6
925A-23R-3-(136-139)	67.8	3.4	4.4	3.5	4.9	0.9	2.4	0.2	1.7	4.6	4.5	0.3	0.9	0.1	0.4
925A-24R-1-(74-77)	70.1	3.6	3.1	3.1	5.1	0.7	2.4	0.1	1.6	4.7	4	0.2	0.9	0	0.4
925A-26R-1-(13-16)	63.6	2.9	5.3	3.6	7.2	1.1	2.6	0.1	1.7	4.7	5.2	0.3	1.1	0	0.5
925A-26R-8-(6-9)	54.7	2.1	2.6	12.4	3.6	0.7	1.7	0.1	1	16.8	3.2	0.2	0.6	0	0.3
925A-29R-1-(42-45)	65.6	2.9	4	3.4	6.1	1.1	2.5	0.2	1.5	5.7	5	0.3	1.2	0	0.4
925A-30R-5-(15-18)	66.5	3.7	3.6	3.1	5.8	1.2	2.7	0.1	1.4	4.8	4.9	0.3	1.3	0	0.6
925A-32R-1-(38-41)	66.9	3.1	4	3	6.7	1.1	2.9	0.1	1.2	4.5	4.4	0.3	1.2	0	0.4
925A-33R-6-(42-45)	63	3.4	5.3	3.9	6.1	1	2.6	0.2	1.7	4.7	6.1	0.4	1.1	0	0.5
925A-36R-7-(46-49)	68.9	3.9	3.9	2.6	5.1	0.2	3.9	0.1	1.6	4.1	4.3	0.2	0.9	0.1	0.3
925A-39R-4-(81-84)	67.5	3.9	3.5	2.6	4.9	0.2	4.3	0.1	1.5	5.3	4.6	0.2	1	0	0.3
