Sample	fIa	fIb	fIc	fIIa	fIIa'	fIIb	fIIb'	fIIc	fIIc'	fIIIa	fIIIa'	fIIIb	fIIIb'	fIIIc	fIIIc'
Guo_2020 S10.3	0.295918367	0.051020408	0.030612245	0.326530612	0.132653061	0.040816327	0.020408163	0	0	0.071428571	0.030612245	0	0	0	0
Guo_2020 S10.5	0.343434343	0.060606061	0.03030303	0.333333333	0.111111111	0.03030303	0.01010101	0	0	0.060606061	0.02020202	0	0	0	0
Naafs_2017_Soils_Norway-1	0.137375462	0.079090921	0.009189485	0.122570922	0.214732518	0.075356443	0.108299879	0.00481481	0.005161583	0.070421596	0.154714112	0.01827227	0	0	0
Naafs_2017_Soils_China-25	0.726915959	0.066448146	0.011260508	0.076036301	0.082279751	0.008651638	0.008317167	0	0	0.009142195	0.010948335	0	0	0	0
Q2S3A	0.937692907	0.005507646	0.004029969	0.046240348	0.004310687	0	0	0	0	0.002218443	0	0	0	0	0
Wang_2020_121	0.098933682	0.007103201	0.003584477	0.01009497	0.481164513	0.013799788	0.010081943	0.006403178	0.001128349	0.014547265	0.353158633	0	0	0	0
Naafs_2017_peats 126 Roca Fuerte 20-30cm	0.944821024	0.007104151	0.004972278	0.04089484	0	0.00057148	0	0.000334521	0	0.001301706	0	0	0	0	0
Wang_2020_77	0.137416829	0.075697453	0.006624444	0.026234135	0.419519644	0.016683183	0.096428314	0.001722021	0.004573104	0.016133853	0.183056657	0.002518746	0.013391616	0	0
Wang_2021 Mt. Laji Site 2	0.111111111	0.060606061	0.01010101	0.191919192	0.202020202	0.080808081	0.060606061	0.01010101	0	0.121212121	0.141414141	0	0.01010101	0	0
Naafs_2017_peats 179 Sebangau/Saganbau 0-5cm	0.954036279	0.020570342	0.020224096	0.005169283	0	0	0	0	0	0	0	0	0	0	0
Naafs_2017_peats 136 Buena Vista del Maquía NA	0.924456819	0.015316377	0.007928397	0.047829127	0	0.0013768	0	0.000591821	0	0.00250066	0	0	0	0	0
Q1S2A	0.98238651	0	0	0.010649799	0.006963692	0	0	0	0	0	0	0	0	0	0
Wang_2019 15	0.686	0.065	0.01	0.137	0.077	0.008	0.003	0.002	0	0.008	0.004	0	0	0	0
Naafs_2017_peats 279 Brendan State Forest McDon 30-40A	0.547121048	0.02980699	0.027953338	0.33325815	0	0.014751529	0	0.007055265	0.002257983	0.036343066	0	0.000388331	0.000695984	0.000368314	0
Wang_2019 17	0.671	0.015	0.003	0.245	0.027	0.004	0.002	0.002	0	0.03	0.001	0	0	0	0
GRU45d	0.947528567	0.005080179	0.005320008	0.031578814	0.006606845	0	0	0	0	0.003885586	0	0	0	0	0
Miller_2018 DRM_BPS_331	0.767676768	0.01010101	0	0.202020202	0.01010101	0	0	0	0	0.01010101	0	0	0	0	0
Naafs_2017_peats 188 Sebangau/Saganbau 10-20cm	0.955503866	0.015905484	0.022983396	0.005607254	0	0	0	0	0	0	0	0	0	0	0
Naafs_2017_Soils_China-MG2300	0.369695443	0.040568349	0.007851939	0.279725313	0.126285346	0.01148346	0.017568713	0.002267247	0.001311928	0.081791027	0.056926555	0.002525707	0.000422042	0.000788466	0.000788466
Naafs_2017_Soils_USA-KP2	0.516790778	0.108279973	0.022492703	0.150607598	0.124521969	0.02259114	0.012206106	0.001097565	0.000551243	0.021754431	0.018309159	0.000797334	0	0	0
Dearing Crampton-Flood 2020 IndiaETH6	0.434343434	0.171717172	0.02020202	0.050505051	0.181818182	0.02020202	0.070707071	0	0.01010101	0.01010101	0.03030303	0	0	0	0
Naafs_2017_peats 269 Harberton 44.19	0.388122786	0.011405473	0.005474199	0.469619328	0	0.01024248	0	0.007839225	0	0.106047657	0	0.000481501	0.000347095	0.000420256	0
Wang_2021 Mt. Laji Site 7	0.158415842	0.099009901	0.00990099	0.148514851	0.247524752	0.069306931	0.079207921	0.00990099	0	0.069306931	0.099009901	0	0.00990099	0	0
Naafs_2017_Soils_Ecuador-7	0.895209232	0.037999767	0.01361464	0.029467304	0.015339783	0.001883669	0.00314722	0.001361464	0	0.000741345	0.001235575	0	0	0	0
Naafs_2017_Soils_China-20	0.8895445	0.016092262	0.012546004	0.065710071	0.011830793	0	0	0	0	0.00427637	0	0	0	0	0
Naafs_2017_peats 100 Mira Flores 30-40cm	0.957004138	0.008952447	0.007116944	0.025890139	0	0.000318883	0	7.16E-05	0	0.000645816	0	0	0	0	0
Wang_2021 Mt. Laji Site 11	0.060606061	0.02020202	0	0.050505051	0.323232323	0.02020202	0.070707071	0	0	0.070707071	0.373737374	0	0.01010101	0	0
Naafs_2017_peats 437 M2 NA	0.374970947	0.046830033	0.015115389	0.43674773	0	0.038635342	0	0.004172636	0	0.082769852	0	0.000758072	0	0	0
De Jonge 2019 3E	0.384384384	0.032032032	0.022022022	0.26026026	0.148148148	0.013013013	0.011011011	0.004004004	0	0.093093093	0.032032032	0	0	0	0
Naafs_2017_peats 329 Shidodo sent for 0	0.83914648	0.035369607	0.010454001	0.092231065	0.009363247	0.002400232	0.000912214	0.001308066	0	0.005978092	0.002836996	0	0	0	0
Naafs_2017_peats 346 Piyashiri sent for 40	0.570701021	0.024149748	0.009113593	0.332295828	0	0.004534649	0	0.003082694	0	0.056122467	0	0	0	0	0
Kusch_2019_permafrost AG-0103	0.161834014	0.000937734	0	0.408423175	0.017995932	0.00355354	0	0.000993067	0	0.395259556	0.011002981	0	0	0	0
Naafs_2017_Soils_USA-GB2	0.072494275	0.031934447	0.016429298	0.032447863	0.268002916	0.04754228	0.09344163	0.001653198	0.003963568	0.068797683	0.335773769	0.018277594	0	0.00462074	0.00462074
Naafs_2017_peats 36 Teici Bog Cat	0.579890787	0.006342289	0.008263586	0.371167428	0	0.003460945	0	0.003278804	0	0.027596161	0	0	0	0	0
Naafs_2017_peats 211 Chao de Veiga Mol CVM 5	0.604681705	0.027149028	0.006794281	0.307446371	0	0.013019206	0	0.007775995	0	0.033133414	0	0	0	0	0
Wang_2019 31	0.817	0.021	0.018	0.103	0.022	0.003	0	0.005	0	0.009	0	0.001	0	0.001	0
Dearing Crampton-Flood 2020 IndiaG45	0.46	0.23	0.06	0.03	0.15	0.01	0.04	0	0	0	0.02	0	0	0	0
Naafs_2017_peats 409 004D NA	0.407048732	0.03880882	0.014561761	0.457211913	0	0.026472754	0	0.003897993	0	0.051998026	0	0	0	0	0
IMS1	0.112112112	0.116116116	0.005005005	0.355355355	0.13013013	0.004004004	0.029029029	0.002002002	0.002002002	0.011011011	0.223223223	0.003003003	0.003003003	0.002002002	0.002002002
Naafs_2017_peats 166 Bomfield Swamp 49-50	0.800088978	0.047759425	0.017221529	0.118665437	0	0.005965235	0	0.001726031	0	0.008573364	0	0	0	0	0
Dearing Crampton-Flood 2020 IndiaG17	0.51	0.25	0.04	0.03	0.1	0.01	0.05	0	0	0	0.01	0	0	0	0
T4S8	0.878410679	0.013975823	0.00876535	0.065517577	0.024355828	0.001327122	0.000404297	0.000482653	0	0.004316999	0.002149939	0.000293735	0	0	0
Wang_2021 Mt. Laji Site 10	0.09	0.05	0.01	0.07	0.31	0.05	0.09	0	0.01	0.08	0.23	0	0.01	0	0
Dugerdil_2021 MMNT4M09	0.25313043	0.091972	0.029563643	0.145538865	0.216444338	0.038573044	0.021337177	0.007580945	0.002526762	0.04803887	0.125102245	0.001499703	0.003113746	0.012886882	0.00269135
De Jonge 2019 1F	0.258776329	0.205616851	0.034102307	0.097291876	0.110330993	0.088264794	0.057171515	0.01003009	0.009027081	0.032096289	0.071213641	0.009027081	0.011033099	0.003009027	0.003009027
Guo_2021 DS31_soil	0.163793103	0.047413793	0	0.025862069	0.474137931	0.025862069	0.064655172	0	0	0.017241379	0.181034483	0	0	0	0
Weber_2018_202	0.157502723	0.113578359	0.017356157	0.067217773	0.257387471	0.035394391	0.172030718	0.002272334	0.006140976	0.038581821	0.112631352	0.00180441	0.018101516	5.17E-13	5.17E-13
SFS1B	0.704623967	0.09233752	0.009197699	0.036959709	0.12979584	0.003370522	0.008769068	0	0	0.006040809	0.008904866	0	0	0	0
Dearing Crampton-Flood 2020 China-27	0.838383838	0.02020202	0	0.111111111	0.02020202	0	0	0	0	0.01010101	0	0	0	0	0
Naafs_2017_peats 203 Zalama ZAL 01	0.518823943	0.031759595	0.014709774	0.3777438	0	0.014706489	0	0.006247864	0	0.035714605	0	0.000149007	0.000144923	0	0
Guo_2020 S6.2	0.26	0.11	0.03	0.28	0.11	0.06	0.03	0.01	0	0.08	0.03	0	0	0	0
Guo_2020 S3.2	0.297029703	0.079207921	0.03960396	0.277227723	0.118811881	0.079207921	0	0.00990099	0	0.059405941	0.03960396	0	0	0	0
Wang_2020_108	0.188640993	0.073903626	0.008860465	0.222676158	0.216261123	0.06292862	0.057819249	0.005577828	0.002057237	0.075025879	0.077196248	0.002188072	0.005647084	0.000434036	0.000783383
Guo_2021 DS21_soil	0.169642857	0.035714286	0	0.049107143	0.450892857	0.017857143	0.049107143	0	0	0.03125	0.196428571	0	0	0	0
Wang_2019 37	0.88	0.006	0.003	0.085	0.02	0	0.001	0	0	0.005	0	0	0	0	0
Naafs_2017_Soils_China-19	0.933612243	0.018518111	0.005284598	0.035891225	0.006693824	0	0	0	0	0	0	0	0	0	0
Naafs_2017_peats 462 009I NA	0.449786947	0.039789784	0.013890115	0.419552125	0	0.019259606	0	0.005262723	0	0.052017935	0	0.000440766	0	0	0
Weber_2018_185	0.162887948	0.149361583	0.033785596	0.151700267	0.116745687	0.128889973	0.093364707	0.005366005	0.00933412	0.05999279	0.061169172	0.00505303	0.019613758	0.000621843	0.002113521
Naafs_2017_Soils_China-MG2920	0.424267378	0.025241224	0.005084048	0.423372299	0.076350226	0.010561931	0.004063658	0.004439591	0	0	0.025241224	0.001378421	0	0	0
Naafs_2017_peats 266 Harberton 8.5	0.515458622	0.065282608	0.010184616	0.364751637	0	0.002830623	0	0.002326596	0	0.039165298	0	0	0	0	0
PerezAngel_2020 Colombia-EC3 250021	0.842834647	0.046898948	0.016203741	0.053298552	0.030974301	0.001807897	0.003891608	0.00081787	0.000329286	0.001206491	0.00145958	3.08E-05	0.000133469	0.000112801	0
Dearing Crampton-Flood 2020 IndiaG35	0.434343434	0.222222222	0.03030303	0.03030303	0.161616162	0.01010101	0.080808081	0	0.01010101	0	0.02020202	0	0	0	0
Guo_2021 MS61_soil	0.124210526	0.037894737	0.006315789	0.069473684	0.416842105	0.029473684	0.071578947	0	0	0.037894737	0.197894737	0	0.008421053	0	0
Chen_2021 TW-8	0.098031145	0.044089455	0.007635989	0.075241396	0.273215458	0.029653213	0.078928867	0.003876139	0.008659912	0.126339555	0.231489421	0.004219698	0.018619751	0	0
PerezAngel_2020 Colombia-EC10 250024	0.702599799	0.039948657	0.012299795	0.116461096	0.103676623	0.004716554	0.008356475	0.000531955	0.000171943	0.004257083	0.006554383	1.93E-05	0.000406363	0	0
Naafs_2017_Soils_USA-RT2	0.186522242	0.235696288	0.047563172	0.0627393	0.167870018	0.019754401	0.171261331	0.001543048	0.010428289	0.030945736	0.051717531	0.012632643	0.000401871	0.000462066	0.000462066
De Jonge 2019 4D	0.400199601	0.033932136	0.033932136	0.246506986	0.125748503	0.018962076	0.010978044	0.006986028	0	0.098802395	0.023952096	0	0	0	0
Weber_2018_190	0.120137513	0.083614155	0.013124012	0.134455309	0.206231996	0.079044169	0.090003602	0.003627647	0.004839387	0.089986034	0.156526795	0.004430784	0.011660505	0.000484867	0.001833226
Naafs_2017_peats 261 Walton Moss NA	0.547819895	0.018564943	0.005334359	0.360491631	0	0.014235328	0	0.003650658	0	0.048915675	0	0.000583096	0.000251501	0.000152913	0
Naafs_2017_peats 348 Piyashiri sent for 20	0.465860555	0.011111841	0.004957546	0.426321256	0	0.00415128	0	0.002689638	0	0.076913612	0.007756971	0.000102128	0	0.000135173	0
Wang_2020_5	0.172022383	0.241572426	0.033353126	0.068915225	0.151246021	0.072562055	0.144793931	0.004121164	0.009798837	0.025213916	0.051724176	0.005274975	0.016455224	0.000466905	0.002479636
Kirkels_2019 VC-M	0.95959596	0.01010101	0.01010101	0.02020202	0	0	0	0	0	0	0	0	0	0	0
Naafs_2017_Soils_China-27	0.828506332	0.024283806	0.00394969	0.108562899	0.018498547	0.002285535	0.001992701	0	0	0.007785103	0.004135389	0	0	0	0
Naafs_2017_peats 384 Shippagan 527 NA	0.669577126	0.020648538	0.007847307	0.273326396	0	0.004968917	0	0.002549117	0	0.020800738	0	0.000281861	0	0	0
Naafs_2017_peats 306 Fachepremont Fachepremont (top layer)	0.736713518	0.004171798	0.006104448	0.237852456	0	0	0	0	0	0.015157779	0	0	0	0	0
Naafs_2017_peats 172 Bomfield Swamp 23-24	0.760722074	0.085398409	0.028650338	0.056900024	0.053036779	0.008465478	0	0.002462643	0	0.004364256	0	0	0	0	0
Naafs_2017_Soils_France-TESO8	0.399149863	0.02332694	0.008242185	0.312321808	0.123632782	0.009304857	0.013089005	0	0	0.080607537	0.030325022	0	0	0	0
Dearing Crampton-Flood 2020 IndiaETH5	0.38	0.23	0.03	0.06	0.14	0.03	0.08	0	0.01	0.01	0.03	0	0	0	0
Wang_2020_125	0.121952705	0.013746751	0.002712215	0.0048441	0.537239585	0.00230854	0.034080846	0.001616204	0.002382209	0.004821549	0.274295298	0	0	0	0
Naafs_2017_Soils_the Netherlands-J	0.197890162	0.103247041	0.007641845	0.131405325	0.244038461	0.045991864	0.084474852	0.001924149	0.005623835	0.0479473	0.11341531	0.011810836	0.000427849	0.002080584	0.002080584
Naafs_2017_Soils_China-MG1180	0.366107114	0.07753797	0	0.144844125	0.243005596	0.014388489	0.053397282	0	0	0.035811351	0.064908074	0	0	0	0
Naafs_2017_peats 311 Linje mire Linje mire (1)	0.703267681	0.024742817	0.027984762	0.221550889	0	0	0	0	0	0.02245385	0	0	0	0	0
Guo_2020 S3.4	0.242424242	0.111111111	0.03030303	0.323232323	0.080808081	0.050505051	0.02020202	0.01010101	0	0.101010101	0.03030303	0	0	0	0
Naafs_2017_peats 63 Ballyduff Bog 2	0.514102972	0.041173541	0.021953553	0.357436255	0	0.017763368	0	0.007879056	0	0.039691255	0	0	0	0	0
Naafs_2017_Soils_the Netherlands-F	0.234562226	0.093071277	0.009608573	0.209127768	0.200649615	0.041919755	0.057086228	0.002449244	0.004173135	0.068673037	0.069709256	0.006292673	0.000378691	0.001149261	0.001149261
Pei_2019 Soil-7	0.89	0.01	0	0.08	0.01	0	0	0	0	0.01	0	0	0	0	0
GRU6b	0.858616655	0.018278735	0.003483239	0.087941092	0.027320747	0	0	0	0	0.003025431	0.0013341	0	0	0	0
Wang_2020_52	0.147287218	0.085004122	0.026702799	0.119983638	0.227370049	0.049689064	0.077849076	0	0	0.065750369	0.200363664	0	0	0	0
Naafs_2017_peats 122 SAN JORGE 70-80cm	0.943271008	0.014165376	0.020708424	0.020803367	0	0.000266771	0	0.000207367	0	0.000577688	0	0	0	0	0
IMS4	0.32	0.049	0.015	0.122	0.227	0.048	0.033	0.005	0.003	0.035	0.125	0.005	0.007	0.003	0.003
Naafs_2017_Soils_USA-SV4	0.233018466	0.016912631	0	0.048608153	0.443486758	0.003658139	0.016160958	0	0	0.016411516	0.221743379	0	0	0	0
Naafs_2017_peats 103 Mira Flores 80-90cm	0.929420445	0.015399153	0.016503066	0.036878158	0	0.000329426	0	0.000360063	0	0.001109689	0	0	0	0	0
Guo_2020 S2.1	0.21	0.11	0.05	0.19	0.16	0.08	0.07	0.01	0	0.06	0.05	0	0.01	0	0
GRU33b	0.976233795	0	0	0.016953128	0.006813077	0	0	0	0	0	0	0	0	0	0
De Jonge 2019 4E	0.391608392	0.047952048	0.013986014	0.226773227	0.166833167	0.01998002	0.013986014	0	0	0.074925075	0.043956044	0	0	0	0
Naafs_2017_peats 182 Sebangau/Saganbau 15-20cm	0.961048076	0.016681597	0.018670926	0.003599401	0	0	0	0	0	0	0	0	0	0	0
Guo_2021 MS41_soil	0.12295082	0.046448087	0.005464481	0.081967213	0.366120219	0.030054645	0.079234973	0	0	0.057377049	0.202185792	0	0.008196721	0	0
"Naafs_2017_peats 11 Fransne 2008&2010, French Jura 5-7 cm"	0.503546676	0.020036267	0.006123929	0.402538181	0	0.003029701	0	0.004487392	0	0.047507826	0.006477047	0.006252982	0	0	0
Li_2018 CB3-2	0.326732673	0.059405941	0.00990099	0.267326733	0.158415842	0.02970297	0.03960396	0.00990099	0	0.059405941	0.03960396	0	0	0	0
Naafs_2017_Soils_France-TESO48	0.355411955	0.027960731	0.00776687	0.402634522	0.036286815	0.009531502	0.003330434	0.003566547	0	0.141667702	0.011842923	0	0	0	0
Zang_2018 TLF-01	0.131313131	0.04040404	0	0.02020202	0.555555556	0.01010101	0.090909091	0	0	0.090909091	0.050505051	0	0.01010101	0	0
De_Jonge_2021 Ossekampen + K 18_3	0.4239	0.0296	0.0146	0.3905	0.0371	0.0114	0.0014	0.0017	0	0.084	0.0058	0	0	0	0
Naafs_2017_peats 138 Buena Vista del Maquía 30-40cm	0.926811379	0.017282821	0.008186192	0.043349629	0	0.001676051	0	0.000465525	0	0.002228403	0	0	0	0	0
Guo_2020 S4.4	0.404040404	0.02020202	0.01010101	0.393939394	0.080808081	0.01010101	0	0	0	0.070707071	0.01010101	0	0	0	0
Wang_2020_70	0.18728568	0.108375245	0.018458509	0.0927755	0.301431844	0.033016856	0.105053532	0.001986446	0.003602817	0.035660766	0.099735752	0.002499168	0.010117885	0	0
Wang_2018 FJS2	0.814442349	0.026262547	0.006596362	0.135056075	0.004943738	0.001971249	0.000226769	0.000992649	1.65E-05	0.007582891	0.001283998	0.000129176	9.23E-05	0.000388667	1.47E-05
Naafs_2017_peats 262 Walton Moss NA	0.572040068	0.015562685	0.002463191	0.349407284	0	0.010160656	0	0.004253802	0	0.045282638	0	0.000431633	0.000398042	0	0
Naafs_2017_peats 282 Stordalen Stord H2 21-21.5	0.518777888	0.001323834	0.004098949	0.430989626	0	0.001621282	0	0.000828197	0	0.042360224	0	0	0	0	0
Naafs_2017_peats 94 Aucayacu 30-40cm	0.908455785	0.019290536	0.023375707	0.044946995	0	0.001064907	0	0.000325725	0	0.002540344	0	0	0	0	0
GRU25c	0.964662398	0.002252487	0.002471246	0.021215032	0.006712235	0	0	0	0	0.002040205	0.000646399	0	0	0	0
Wang_2020_72	0.221921902	0.132392846	0.016433573	0.090776969	0.267475661	0.03076282	0.112101322	0.001186586	0.004658429	0.030518639	0.078447661	0.002104075	0.009676086	0.000311905	0.001231526
Wang_2020_91	0.322698119	0.065911046	0.006847614	0.16034738	0.285162232	0.015614023	0.038970662	0.000812152	0.000810906	0.048335868	0.050648047	0.001145422	0.00269653	0	0
Naafs_2017_peats 169 Bomfield Swamp 78-79	0.759771263	0.043671232	0.014599195	0.157049051	0	0.010548264	0	0.002809205	0	0.010974234	0	0.000394793	0.000182762	0	0
Guo_2020 S11.1	0.272727273	0.080808081	0.04040404	0.282828283	0.131313131	0.050505051	0.03030303	0.01010101	0	0.070707071	0.03030303	0	0	0	0
SX12 0-15	0.94095875	0.009292962	0.017298838	0.024616754	0.006449141	0	0	0	0	0.0006843	0.000699257	0	0	0	0
Guo_2020 S9.3	0.333333333	0.03030303	0	0.424242424	0.080808081	0.01010101	0.01010101	0	0	0.101010101	0.01010101	0	0	0	0
Guo_2020 S13.1	0.292929293	0.070707071	0.04040404	0.313131313	0.111111111	0.04040404	0.03030303	0	0	0.070707071	0.03030303	0	0	0	0
Zang_2018 TLF-02	0.08	0.04	0.01	0.01	0.54	0.01	0.12	0	0	0.09	0.08	0.02	0	0	0
Dugerdil_2021 MMNT4S03	0.055029976	0.423088273	0.003666886	0.019851191	0.068415447	0.003552124	0.006151156	0.002349053	0.001822299	0.005683315	0.042704212	0.36193601	0.002440271	0.00239241	0.000917378
Chen_2021 TW-18	0.093615494	0.051896307	0.006050953	0.044171124	0.299615795	0.033014156	0.095921803	0.006708107	0.006182885	0.079234476	0.262672792	0.004777921	0.016138188	0	0
Guo_2021 MS71_soil	0.280082988	0.078838174	0.014522822	0.145228216	0.282157676	0.03526971	0.043568465	0	0	0.045643154	0.074688797	0	0	0	0
GRU44e	0.95863214	0.00203889	0	0.026692472	0.010699359	0	0	0	0	0.001937139	0	0	0	0	0
Naafs_2017_Soils_France-TESO14B	0.142528478	0.065652881	0.007874605	0.098572845	0.256251987	0.039653592	0.095954211	0.002674747	0.005031517	0.0570488	0.202008866	0.020013841	0	0.003366814	0.003366814
"Naafs_2017_peats 364 Harz, Odersprung Bog 87.5-90"	0.33983726	0.028392941	0.029454003	0.446293502	0	0.052378473	0	0.025956219	0	0.076647647	0	0.000500902	0.000408427	0.000130625	0
Dearing Crampton-Flood 2020 China-25	0.722772277	0.069306931	0.00990099	0.079207921	0.079207921	0.00990099	0.00990099	0	0	0.00990099	0.00990099	0	0	0	0
Naafs_2017_peats 276 Brendan State Forest McDon 10-20C	0.640370307	0.040614469	0.032568007	0.244044313	0	0.011566762	0	0.007071493	0	0.02310967	0	0.000178029	0.00030748	0.00016947	0
PerezAngel_2020 Colombia-EC13 250026	0.497871909	0.022567299	0.003124984	0.395588619	0.039552795	0.005825219	0.00093093	0.001884428	0	0.017269701	0.005775811	0.001368329	0.001886279	0.006353696	0
Naafs_2017_Soils_Spain-6	0.379170493	0.039409244	0.004017447	0.224977043	0.207759412	0.010139272	0.012626263	0	0	0.073844506	0.045148454	0.002907867	0	0	0
Naafs_2017_Soils_USA-GB5	0.074304768	0.019803321	0.006194885	0.050777746	0.269122053	0.013117584	0.03198998	0	0	0.053485892	0.470540444	0.010663327	0	0	0
Naafs_2017_peats 325 Hängstli Hangstli btm	0.808317253	0.011968651	0.012699442	0.14766275	0	0.001553245	0	0.000827448	0	0.016971212	0	0	0	0	0
Guo_2021 TS71_soil	0.171597633	0.059171598	0.00887574	0.076923077	0.396449704	0.020710059	0.056213018	0	0	0.044378698	0.159763314	0	0.00591716	0	0
Naafs_2017_Soils_Egypt-1	0.336308275	0.245179581	0.04180348	0.019382929	0.211187132	0.016128332	0.081726527	0.002249288	0.006068014	0.004288835	0.030086934	0.005590673	0	0	0
Naafs_2017_Soils_USA-SR2	0.096253403	0.026076619	0.004294973	0.047551482	0.341296928	0.023200522	0.03796449	0	0	0.105265176	0.308701154	0.009395253	0	0	0
Naafs_2017_Soils_Sweden-17	0.649128801	0.018380594	0	0.27331739	0.026511787	0	0	0	0	0.032661428	0	0	0	0	0
Naafs_2017_peats 64 Ballyduff Bog 4	0.524916586	0.03961148	0.021367167	0.360074821	0	0.012846441	0	0.003733999	0	0.037449505	0	0	0	0	0
PerezAngel_2020 Colombia-EC16 250027	0.363573838	0.012287108	0.011843368	0.536108065	0	0.004908555	0.001007547	0.002511518	0	0.061707006	0	0.00115016	0.001170622	0.003732212	0
Naafs_2017_Soils_USA-MP2	0.343057366	0.008759778	0.001157106	0.415580183	0.014626793	0.006885593	0.001087842	0.001984192	0	0.202493481	0.003251304	0.001116362	0	0	0
Wang_2020_128	0.103533117	0.013988617	0	0.007552663	0.538206164	0.004924816	0.0229929	0	0	0.009992878	0.298808844	0	0	0	0
Wang_2020_94	0.245830825	0.044688704	0.006691185	0.201444598	0.300276541	0.019616714	0.03585056	0.001583312	0.001470171	0.059151548	0.078801175	0.001181436	0.00341323	0	0
Wang_2020_127	0.087792704	0.010306021	0	0.002602956	0.545241915	0.004159636	0.016658135	0	0	0.009015319	0.324223313	0	0	0	0
Vequaud_2021 28	0.346344253	0.020655355	0.010218003	0.3839374	0.084612139	0.007827211	0.004819343	0.001861125	0.001905655	0.126388194	0.011431323	0	0	0	0
Naafs_2017_peats 104 Mira Flores 30-40cm	0.955744235	0.011467687	0.009915084	0.021533319	0	0.000255342	0	0.000193999	0	0.000890334	0	0	0	0	0
Vequaud_2021 16	0.215221839	0.039561515	0.010336391	0.301337069	0.178655542	0.055935549	0.013136192	0.010061882	0.001720692	0.129305317	0.039638961	0.003304181	0.001784871	0	0
Wang_2020_43	0.746770996	0.133900084	0.023478732	0.030991712	0.042823861	0.004290454	0.010009676	0.000591689	0.000819154	0.00332348	0.003000162	0	0	0	0
SFS2D	0.947979711	0.030437975	0	0.01468101	0.006901304	0	0	0	0	0	0	0	0	0	0
Wang_2020_130	0.134500987	0.032614596	0.005149921	0.007707947	0.497914724	0.008602644	0.08157177	0	0	0.012659359	0.196891796	0.006160336	0.016225919	0	0
Li_2018 CB5-3	0.58	0.03	0	0.29	0.05	0	0.01	0	0	0.04	0	0	0	0	0
Guo_2020 S9.4	0.41	0.01	0.01	0.41	0.06	0	0	0	0	0.09	0.01	0	0	0	0
Naafs_2017_Soils_Sweden-B	0.24591191	0.117787106	0.047929328	0.219284506	0.120136583	0.086930643	0.046676273	0.00911597	0.003163962	0.059206817	0.043856901	0	0	0	0
Naafs_2017_peats 445 M4 NA	0.531208311	0.010758243	0.010675442	0.374316886	0	0.004603835	0	0.006097167	0	0.062340117	0	0	0	0	0
Naafs_2017_peats 21 Hochrajen 2a (5-10 cm)	0.48163466	0.003510842	0.003481022	0.430719099	0	0.003652808	0	0.00201208	0	0.074989489	0	0	0	0	0
GRU26a	0.958260644	0.003249327	0.00080222	0.0300339	0.004944823	0	0	0	0	0.001963128	0.000745959	0	0	0	0
Naafs_2017_peats 57 Andorra 41	0.388308909	0.005763245	0.002309541	0.430198298	0	0.008378525	0	0.004195204	0	0.113523827	0.04732245	0	0	0	0
Naafs_2017_peats 340 Kitulu sent for 50	0.480145979	0.052547633	0.022002282	0.295410595	0.04478639	0.014394756	0.004692469	0.009921156	0	0.065746894	0.009082608	0.000485855	0.000521475	0.000261909	0
De Jonge 2019 5E	0.394394394	0.033033033	0.019019019	0.284284284	0.13013013	0.015015015	0.009009009	0.004004004	0	0.088088088	0.023023023	0	0	0	0
Naafs_2017_Soils_Svalbard-NA1	0.092631359	0.021666318	0	0.129265229	0.212999791	0.042809295	0.027998744	0	0	0.158048985	0.309294536	0.005285744	0	0	0
Naafs_2017_Soils_Germany-G1	0.435878543	0.032109202	0.006359794	0.217163687	0.058168845	0.043432737	0.030868267	0.006313259	0.002125102	0.084538721	0.063753054	0.011323535	0.000938457	0.003513398	0.003513398
Naafs_2017_peats 143 Buena Vista del Maquía 80-90cm	0.868290124	0.04041403	0.017974925	0.067289741	0	0.003809329	0	0.002221851	0	0	0	0	0	0	0
Guo_2020 S14.4	0.37	0.04	0.03	0.35	0.09	0.03	0.01	0	0	0.06	0.02	0	0	0	0
Dugerdil_2021 MRUT1M08	0.212591221	0.054941683	0.006437186	0.205231397	0.24462704	0.01403837	0.062550798	0.001616289	0.012052696	0.067540002	0.09229171	0.001293199	0.005005748	0.018640821	0.00114184
Guo_2020 S6.1	0.303030303	0.060606061	0.02020202	0.353535354	0.090909091	0.04040404	0.01010101	0	0	0.101010101	0.02020202	0	0	0	0
Wang_2020_13	0.484520842	0.17938658	0.028105713	0.116474338	0.103496606	0.022191948	0.031356242	0.001158141	0.001524619	0.013886472	0.015360046	0.000479717	0.001603726	0.000144379	0.000310633
Vequaud_2021 42	0.192562062	0.14844904	0.09583565	0.212136713	0.129887234	0.048943948	0.082907952	0	0	0.045441642	0.030925794	0.004848539	0.007378722	0.000409896	0.000272809
De Jonge 2019 1E	0.14	0.09	0.01	0.141	0.156	0.116	0.08	0.009	0.005	0.098	0.121	0.011	0.017	0.003	0.003
GRU18b	0.91050639	0.004190933	0.001489658	0.067360815	0.012413736	0	0	0	0	0.002393933	0.001644534	0	0	0	0
Wang_2018 FJS14	0.827356451	0.01716524	0.003800213	0.130905398	0.006857223	0.00141436	0.001187144	0.000413147	7.08E-05	0.009017439	0.001346477	8.08E-05	0.000189234	0.000158195	3.79E-05
GRU26d	0.927050274	0.004512935	0.002216512	0.037460325	0.023287531	0	0	0	0	0.003100968	0.002371455	0	0	0	0
