Sample	fIa	fIb	fIc	fIIa	fIIa'	fIIb	fIIb'	fIIc	fIIc'	fIIIa	fIIIa'	fIIIb	fIIIb'	fIIIc	fIIIc'
GRU28d	0.9609375	0.002237919	0	0.028825566	0.007999016	0	0	0	0	0	0	0	0	0	0
Chen_2021 TE2-4	0.072882235	0.034572194	0.001264782	0.072376411	0.271824053	0.045804865	0.091321895	0.00161312	0.001619348	0.098306447	0.290485707	0.003236027	0.014692916	0	0
GRU51 0-5	0.934097166	0.004802798	0.004665177	0.038927263	0.013325354	0	0	0	0	0.004182243	0	0	0	0	0
"Naafs_2017_peats 193 Rhizophora peat (or Shark River peat), Everglades NP NA"	0.45957804	0.151632846	0.096577524	0.070066636	0.112383498	0.031430843	0.033261703	0.001749308	0.007386676	0.019316522	0.016616403	0	0	0	0
Wang_2020_148	0.145112846	0.110248959	0.026436873	0.0799861	0.297811272	0.047164511	0.11917241	0.001513848	0.005825864	0.037105112	0.111874914	0.003501185	0.014246107	0	0
Naafs_2017_peats 433 M2 NA	0.563183935	0.027289887	0.012036459	0.33096905	0	0.011240499	0	0.006798604	0	0.047964978	0	0.000260366	0	0.00025622	0
Dearing Crampton-Flood 2020 ChinaP751	0.06	0.02	0	0	0.33	0.02	0.13	0	0	0.03	0.41	0	0	0	0
Kirkels_2019 SP1-M	0.836734694	0.030612245	0.010204082	0.102040816	0.020408163	0	0	0	0	0	0	0	0	0	0
Dearing Crampton-Flood 2020 IndiaX47	0.393939394	0.151515152	0.02020202	0.04040404	0.272727273	0.01010101	0.080808081	0	0	0	0.03030303	0	0	0	0
GRU34a	0.97015202	0.001328841	0	0.022629825	0.005889314	0	0	0	0	0	0	0	0	0	0
Vequaud_2021 12	0.186883006	0.011526395	0.005441581	0.268413901	0.096030625	0.009037643	0.00573082	0	0	0.357186567	0.051979939	0.004904114	0.00286541	0	0
Wang_2020_142	0.113585345	0.037747914	0	0.024832648	0.476863585	0.029021065	0.044998974	0	0	0.025172568	0.247777901	0	0	0	0
Naafs_2017_Soils_USA-SN1	0.181561883	0.041161545	0	0.383422611	0.113335213	0	0	0	0	0.23287285	0.047645898	0	0	0	0
Wang_2020_129	0.108914958	0.014395361	0	0.01510493	0.538184831	0.005818573	0.016576161	0	0	0.011961771	0.289043415	0	0	0	0
GRU25d	0.953644112	0.003049213	0.004455175	0.023550062	0.004434788	0	0	0	0	0.008230323	0.002636326	0	0	0	0
Naafs_2017_Soils_Germany-H1	0.245681753	0.123109675	0.042953987	0.301591824	0.067199604	0.062361233	0.022901625	0.010483138	0.002564337	0.091391462	0.026879842	0.002881519	0	0	0
T4S4	0.964023778	0.005696815	0.003821298	0.01777181	0.006587383	0	0	0	0	0.002098916	0	0	0	0	0
Naafs_2017_Soils_Australia-4	0.518477343	0.021249071	0.002005912	0.263488486	0.129194354	0.007224684	0.006119733	0	0.000732668	0.025328893	0.026178856	0	0	0	0
Wang_2020_60	0.111315097	0.005476551	0	0.020197343	0.423880266	0.007793016	0.008481695	0	0	0.007005247	0.415850784	0	0	0	0
Naafs_2017_Soils_France-TESO43B	0.175712594	0.058228163	0.007916413	0.209359686	0.208425045	0.03719873	0.065705294	0.0022151	0.004402161	0.093464146	0.122438031	0.010748377	0.000765471	0.001710394	0.001710394
Wang_2019 39	0.902	0.009	0.005	0.076	0.003	0.001	0	0	0	0.004	0	0	0	0	0
Naafs_2017_peats 76 Bissendorfer Moor 18	0.589567757	0.023944901	0.014991301	0.335760428	0	0.007874149	0	0.003977285	0	0.023432684	0	0.000143241	0.000131957	0.000176298	0
Wang_2020_34	0.914541905	0.005796585	0.003205886	0.03750057	0.032765119	0.000957795	0.000290319	0.000642518	0.00039304	0.001577418	0.002328844	0	0	0	0
Guo_2021 TS81_soil	0.25087108	0.066202091	0.006968641	0.097560976	0.365853659	0.020905923	0.052264808	0	0	0.034843206	0.104529617	0	0	0	0
Chen_2021 TW-3	0.13903748	0.040783689	6.09E-05	0.084114908	0.326487096	0.015675378	0.055501341	0	0	0.123834618	0.202736247	0.003099827	0.008668492	0	0
Naafs_2017_peats 247 Pinheiros PI 0-2	0.901429909	0.018712911	0.035488205	0.040099499	0	0.001427731	0	0.000928014	0	0.001913731	0	0	0	0	0
Naafs_2017_Soils_Greenland-5	0.348688894	0.017777714	0.005420035	0.28437115	0.158265011	0.018897854	0.002460696	0.005962038	0	0.12935816	0.028798451	0	0	0	0
Naafs_2017_peats 185 Sebangau/Saganbau 80-85cm	0.947002232	0.019473448	0.020389739	0.013134582	0	0	0	0	0	0	0	0	0	0	0
Naafs_2017_peats 467 009I NA	0.388560364	0.058263316	0.014774576	0.432491698	0	0.039373202	0	0.008050879	0	0.057284622	0	0.00099677	0	0.000204574	0
Wang_2018 FJS5	0.816032633	0.017277135	0.002681541	0.136833049	0.011296027	0.001106807	0.000481639	0.000383458	4.43E-05	0.011964468	0.001898954	0	0	0	0
Naafs_2017_peats 298 OHM Vicdessos OHM Vicdessos (3)	0.530410026	0.00660092	0.004659924	0.396198205	0	0.004150389	0	0.002771116	0	0.055209419	0	0	0	0	0
Vequaud_2021 35	0.656859595	0.022524039	0.003438625	0.275962432	0	0	0	0	0	0.039689243	0.001526066	0	0	0	0
Naafs_2017_peats 257 Igarka Site 1+2 20-30	0.294715446	0.048409278	0.007814104	0.306616398	0.130788151	0.016481831	0.017060791	0.003727224	0.000885423	0.118770632	0.050777311	0.00128205	0.001910197	0.000362404	0.00039876
Naafs_2017_Soils_France-TESO12	0.176303131	0.051830765	0.010739177	0.167272013	0.225777952	0.030823599	0.034553843	0.002414842	0.00267007	0.080494748	0.212034947	0.005084912	0	0	0
"Naafs_2017_peats 351 Harz, Odersprung Bog 44849"	0.588618063	0.010784172	0.005711382	0.328951251	0	0.005923388	0	0.003963806	0	0.056047938	0	0	0	0	0
Vequaud_2021 29	0.246889259	0.052532072	0.009266744	0.223618046	0.207676354	0.020942203	0.040991154	0.000567376	0	0.091482844	0.093021329	0.008431805	0.004580815	0	0
Wang_2020_45	0.692220987	0.159972717	0.026604822	0.040254929	0.050295381	0.005811864	0.015128886	0.000721597	0.001054438	0.004343329	0.003591052	0	0	0	0
Dugerdil_2021 MMNT4S02	0.221259545	0.060778816	0.022166647	0.149316529	0.233070617	0.023676217	0.026115901	0.011529137	0.008756374	0.025349512	0.132691556	0.023288717	0.025020841	0.029909338	0.007070251
"Naafs_2017_peats 13 Fransne 2008&2010, French Jura 5-7 cm"	0.457716055	0.018182421	0.003649021	0.428196896	0	0.004424181	0	0.004675314	0	0.060510983	0	0.007184053	0.00702994	0.008431137	0
GRU22a	0.9218606	0	0	0.054355754	0.023783646	0	0	0	0	0	0	0	0	0	0
Naafs_2017_Soils_USA-DF3	0.734058377	0.019317326	0.006761064	0.20283192	0.012614214	0	0	0	0	0.019896845	0.004520254	0	0	0	0
Guo_2020 S8.5	0.32	0.06	0.03	0.31	0.12	0.03	0.02	0.01	0	0.07	0.03	0	0	0	0
Naafs_2017_Soils_Ecuador-6	0.86284208	0.055643123	0.012568959	0.043142104	0.018547708	0.00175286	0.002887464	0	0	0.001460717	0.001154985	0	0	0	0
Guo_2020 S13.2	0.24	0.1	0.05	0.24	0.13	0.07	0.05	0.01	0	0.07	0.04	0	0	0	0
Wang_2021 Mt. Laji Site 6	0.132653061	0.091836735	0.020408163	0.173469388	0.193877551	0.091836735	0.081632653	0.010204082	0	0.091836735	0.102040816	0	0.010204082	0	0
GRU45b	0.944615235	0.004590838	0.006214137	0.02767082	0.006448657	0	0	0	0	0.009208879	0.001251435	0	0	0	0
Li_2018 CB4-1	0.32	0.05	0	0.28	0.19	0.02	0.03	0	0	0.07	0.04	0	0	0	0
SFS2E	0.242493781	0.324464169	0.024488463	0.127284022	0.259856971	0	0	0	0	0.008760882	0.012651712	0	0	0	0
PerezAngel_2020 Colombia-EC6 250022	0.894955178	0.006755071	0.001604164	0.077132083	0.015968999	0.000424921	0.000689352	0	0	0.001743271	0.00072696	0	0	0	0
SFS4E	0.868912255	0.005905405	0	0.080913893	0.038283208	0	0	0	0	0.003358811	0.002626429	0	0	0	0
Cao_2020 S2	0.094712644	0.03954023	0.008735632	0.094252874	0.277701149	0.04091954	0.095632184	0	0.005057471	0.125057471	0.194482759	0.007816092	0.012873563	0	0.003218391
Naafs_2017_peats 280 Brendan State Forest McDon 30-40B	0.59819023	0.038440791	0.04072123	0.274138617	0	0.012017372	0	0.008446862	0	0.026995358	0	0.000299681	0.000478824	0.000271036	0
Ding_2018 X1 core	0.157169118	0.054917279	0.021369485	0.061810662	0.156709559	0.046185662	0.200597426	0.006893382	0.007123162	0.085248162	0.157858456	0.030560662	0.013556985	0	0
Chen_2021 TW-20	0.090956081	0.049894675	0.009161904	0.059953584	0.291232376	0.033517572	0.112945302	0.011081534	0.008974811	0.101229044	0.207970268	0.004519769	0.01856308	0	0
Naafs_2017_peats 318 Rzecin mire Rzecin mire 3	0.59566141	0.01486073	0.035576973	0.294741434	0	0	0	0	0	0.059159453	0	0	0	0	0
Dugerdil_2021 MMNT2M06	0.397097083	0.015644877	0.001759847	0.442780279	0.036691676	0.002690925	0.002616776	0.007432355	0.012110635	0.048949842	0.01176331	0.000669911	0.00484146	0.013755407	0.001195616
Naafs_2017_peats 35 Teici Bog Acro	0.647252788	0.016385198	0.007313184	0.303365529	0	0.002178305	0	0.002236305	0	0.021268692	0	0	0	0	0
Q1S9A	0.984937321	0.001214087	0.004530191	0.005942139	0.003376263	0	0	0	0	0	0	0	0	0	0
"Naafs_2017_peats 357 Harz, Odersprung Bog 42.5-45"	0.468057795	0.020600663	0.019719784	0.399267371	0	0.015854139	0	0.010626402	0	0.065472491	0	0.000401355	0	0	0
Ding_2018 X6 core	0.240776699	0.052038835	0.03184466	0.322847896	0.127508091	0.040517799	0.049838188	0.005307443	0.001423948	0.082847896	0.038834951	0.004012945	0.002200647	0	0
Kusch_2019_permafrost L14-03	0.182381966	0.016262495	0.0008287	0.361610138	0.080143608	0.015793938	0.007319416	0.000927147	0.000845282	0.259737049	0.072114616	0.001204835	0.00083081	0	0
Naafs_2017_peats 313 S. Iceland S. Iceland top	0.173274482	0.037191307	0.009268463	0.131119355	0.302921069	0.019397854	0.036086478	0.003091091	0.001705277	0.073458274	0.204897978	0.003149186	0.004439187	0	0
Vequaud_2021 38	0.371793617	0.086978328	0.01520858	0.243486926	0.093791579	0.019590069	0.042495231	0	0	0.048862107	0.068361982	0.001979207	0.007452375	0	0
Naafs_2017_peats 332 Shidodo sent for 20	0.641123194	0.044700093	0.02159835	0.19388597	0.049193795	0.012563576	0.001791247	0.011396712	0	0.0161388	0.006830868	0.000480771	0	0.000296625	0
Naafs_2017_peats 272 Harberton 74.8	0.369646652	0.01769004	0.003101423	0.466597235	0	0.008266901	0	0.003747484	0	0.105080729	0.023305908	0.000900591	0.000974079	0.000582621	0.000106337
"Naafs_2017_peats 16 Fransne 2008&2010, French Jura 12-17 cm"	0.614709418	0.028874026	0.002472675	0.313303992	0	0.00234066	0	0.001604373	0	0.036694856	0	0	0	0	0
PerezAngel_2020 Colombia-EC1 250020	0.443264413	0.262580828	0.060294124	0.095540967	0.063768426	0.033180204	0.02347527	0.002588271	0.001998089	0.005518327	0.005124495	0.001633158	0.000924478	4.43E-05	6.47E-05
Naafs_2017_Soils_Turkey-12	0.195078431	0.07856401	0.010852486	0.031558763	0.297611121	0.034754587	0.046872087	0.002982769	0.003049349	0.039481744	0.247010573	0.012184079	0	0	0
"Naafs_2017_peats 7 Fransne 2008&2010, French Jura 5-7 cm"	0.619813327	0.010501458	0.003715321	0.320263443	0	0.003652071	0	0.002330768	0	0.039723613	0	0	0	0	0
Naafs_2017_peats 435 M2 NA	0.556016791	0.035458744	0.013816496	0.323270562	0	0.014164926	0	0.006214171	0	0.05105831	0	0	0	0	0
Guo_2020 S14.1	0.336734694	0.06122449	0.030612245	0.326530612	0.102040816	0.040816327	0.020408163	0	0	0.06122449	0.020408163	0	0	0	0
GRU1a	0.836606658	0.009072261	0.006146291	0.11722852	0.026895362	0	0	0	0	0.003267487	0.000783421	0	0	0	0
Naafs_2017_peats 376 Radisson NA	0.324539963	0.004444456	0.002720051	0.486406458	0	0.007608817	0	0.00638501	0	0.167895245	0	0	0	0	0
Naafs_2017_Soils_USA-CM1	0.188408713	0.244292653	0.046623173	0.087338615	0.145457913	0.077598843	0.089573973	0.00182022	0.007153144	0.0399171	0.059077308	0.011208722	0	0.000764812	0.000764812
Dearing Crampton-Flood 2020 China41	0.141414141	0.04040404	0	0	0.505050505	0.02020202	0.070707071	0	0	0.01010101	0.212121212	0	0	0	0
De_Jonge_2021 Ossekampen + P 20_1	0.388422316	0.053689262	0.029094181	0.380523895	0.042191562	0.020695861	0.0019996	0.00359928	0	0.073985203	0.00579884	0	0	0	0
Naafs_2017_peats 345 Piyashiri sent for 10	0.46607418	0.010524483	0.00634897	0.403081241	0	0.006009475	0	0.003359608	0	0.104240376	0	0.000138302	0	0.000223363	0
GRU18 0-5	0.906490728	0.004624665	0	0.059060551	0.029824055	0	0	0	0	0	0	0	0	0	0
Wang_2020_65	0.081968654	0.054653927	0.007058943	0.076197712	0.267209698	0.054363329	0.130105684	0.001767871	0.004008141	0.078754883	0.214751057	0.005869104	0.021029263	0.00059389	0.001667841
T2S1	0.95669458	0.005350823	0.004188456	0.027928216	0.004006769	0	0	0	0	0.001831156	0	0	0	0	0
Naafs_2017_peats 333 Shidodo sent for 40	0.621742514	0.035715924	0.012873178	0.221425208	0.052439327	0.009648028	0.00143294	0.004382186	0	0.028650173	0.01169052	0	0	0	0
Naafs_2017_peats 75 Bissendorfer Moor 10	0.501875274	0.010573067	0.00376366	0.407960443	0	0.007636729	0	0.002587228	0	0.065603598	0	0	0	0	0
Naafs_2017_peats 317 Rzecin mire Rzecin mire 2	0.630158082	0	0.011580445	0.328861094	0	0	0	0	0	0.029400379	0	0	0	0	0
Naafs_2017_peats 145 Maquía 10-20cm	0.917526399	0.049334005	0.010171482	0.01946504	0	0.002564853	0	0.000938221	0	0	0	0	0	0	0
Naafs_2017_peats 244 Sempre Viva SV 18-20	0.809601402	0.020353846	0.027794462	0.129461297	0	0.002478671	0	0.001319096	0	0.008991227	0	0	0	0	0
Naafs_2017_Soils_Seychelles	0.966364446	0.006248482	0.013787137	0.011763337	0.001836598	0	0	0	0	0	0	0	0	0	0
Wang_2020_147	0.157800761	0.096434118	0.025709941	0.072222133	0.335976716	0.035645357	0.100907563	0.002363342	0.005906578	0.03082904	0.121558083	0.004328445	0.010317923	0	0
Naafs_2017_peats 50 Andorra 27	0.45255995	0.007871748	0.001906938	0.464864704	0	0.005232613	0	0.001873298	0	0.045455269	0.02023548	0	0	0	0
Naafs_2017_peats 184 Sebangau/Saganbau 50-55cm	0.950888417	0.021042085	0.021137725	0.006931773	0	0	0	0	0	0	0	0	0	0	0
PerezAngel_2020 Colombia-EC15 250027	0.304702094	0.00411414	0.003263265	0.600042144	0	0.002850378	0.000415893	0.00100286	0	0.08253757	0	0.000420762	0.000195248	0.000455645	0
Dugerdil_2021 MRUT1M06	0.199564134	0.061897292	0.014225342	0.154822406	0.230651452	0.01906164	0.086051355	0.00252581	0.010053082	0.062157737	0.10310289	0.022772383	0.004938278	0.020588605	0.007587593
Wang_2020_59	0.092242435	0.007083575	0	0.011274086	0.419941333	0.006585833	0.010773026	0	0	0.00979366	0.442306051	0	0	0	0
GRU21b	0.924047905	0.005121467	0	0.045905708	0.020071659	0	0	0	0	0.00287028	0.001982981	0	0	0	0
De_Jonge_2021 Ossekampen + P 20_2	0.389738974	0.051605161	0.02920292	0.377737774	0.04040404	0.02010201	0.00240024	0.00340034	0	0.078107811	0.00730073	0	0	0	0
Naafs_2017_Soils_Ireland-9	0.532275926	0.029721716	0.018790412	0.360804487	0	0.012610295	0	0.006537349	0	0.036794913	0.002464902	0	0	0	0
Wang_2020_23	0.914977216	0.008655531	0.000832489	0.061993853	0.007573375	0.000745009	0.000217772	0.000209847	4.09E-05	0.00426805	0.000485943	0	0	0	0
Naafs_2017_peats 156 QUISTOCOCHA NA	0.956863108	0.013175674	0.007885278	0.021673375	0	0.000330971	0	7.16E-05	0	0	0	0	0	0	0
Wang_2018 FJS28	0.689653872	0.007994075	0.001836521	0.234926012	0.03767106	0.003541713	0.001924382	0.000908485	8.25E-05	0.017196482	0.004264931	0	0	0	0
Naafs_2017_Soils_China-4	0.855310719	0.004976012	0	0.07961619	0.047131282	0	0	0	0	0.006609646	0.006356151	0	0	0	0
Naafs_2017_peats 201 Maine Sphagnum peat NA	0.543930444	0.038639835	0.014955139	0.343590203	0	0.020291408	0	0.002812767	0	0.031036554	0.002797815	0.001210536	0.000735299	0	0
Kusch_2019_permafrost AG-0106	0.142454633	0.003065113	0.000703047	0.388630951	0.01900727	0.00250291	0.002006434	0.00158193	0.001091781	0.420755463	0.017840323	0.000189093	0.000171051	0	0
Dugerdil_2021 MRUT1M05	0.610706525	0.011606446	0.003657747	0.226131623	0.005523714	0.001108397	0.01805045	0.000386355	0.066483423	0.015832571	0.000278642	0.001310305	0.009094977	0.02915108	0.000677743
Zang_2018 TLF-16	0.089108911	0.059405941	0.00990099	0.01980198	0.435643564	0.00990099	0.148514851	0	0.00990099	0.00990099	0.188118812	0	0.01980198	0	0
Naafs_2017_peats 129 Roca Fuerte 30-40cm	0.951897344	0.007132164	0.004908386	0.033879597	0	0.000514779	0	0.000383331	0	0.001284399	0	0	0	0	0
Guo_2020 S11.5	0.285714286	0.06122449	0.030612245	0.306122449	0.132653061	0.051020408	0.030612245	0	0	0.071428571	0.030612245	0	0	0	0
De Jonge 2019 2C	0.471943888	0.033066132	0.014028056	0.206412826	0.142284569	0.014028056	0.012024048	0	0	0.082164329	0.024048096	0	0	0	0
Guo_2020 S10.6	0.227722772	0.128712871	0.04950495	0.297029703	0.079207921	0.059405941	0.01980198	0.01980198	0	0.089108911	0.02970297	0	0	0	0
Wang_2018 FJS3	0.825902704	0.004945683	0.001063363	0.148982214	0.007668739	0.000727552	0.000990117	0.000190126	1.56E-05	0.008294555	0.001026439	8.74E-05	0.00010554	0	0
Dearing Crampton-Flood 2020 IndiaX45	0.414141414	0.272727273	0.04040404	0.02020202	0.181818182	0	0.060606061	0	0	0	0.01010101	0	0	0	0
Kirkels_2019 TP4-M	0.82	0.08	0.02	0.03	0.03	0	0.01	0	0	0	0	0	0	0.01	0
Naafs_2017_Soils_Svalbard-NA2	0.258224678	0.010362235	0	0.270969672	0.257670547	0.007924062	0.006871215	0.004006361	0	0.123571037	0.060400193	0	0	0	0
Kirkels_2019 TU3-M	0.57	0.02	0.02	0.28	0.04	0.01	0	0.01	0	0.04	0.01	0	0	0	0
Naafs_2017_Soils_China-MG2620	0.233276062	0.089538896	0.025562586	0.185782732	0.148067441	0.064255682	0.053220467	0.013675285	0.005070611	0.078783053	0.076827446	0.01230636	0.003771529	0.004930925	0.004930925
Naafs_2017_Soils_USA-SN3	0.224656465	0.012041141	0.004849904	0.381860245	0.129888229	0.013629902	0.004236698	0	0	0.188142821	0.040694595	0	0	0	0
De Jonge 2019 1A	0.328328328	0.023023023	0.013013013	0.309309309	0.143143143	0.016016016	0.008008008	0.006006006	0	0.122122122	0.031031031	0	0	0	0
GRU37d	0.578194218	0.210710422	0.053587921	0.024755773	0.08832173	0.003782145	0.028964752	0	0	0.004544007	0.007139032	0	0	0	0
Dearing Crampton-Flood 2020 IndiaG44	0.393939394	0.292929293	0.03030303	0.04040404	0.141414141	0.01010101	0.080808081	0	0	0	0.01010101	0	0	0	0
DH050TU CL	0.599189473	0.081802885	0.014121466	0.099609381	0.149296019	0.011090954	0.020391695	0	0	0.008057454	0.016440673	0	0	0	0
Dugerdil_2021 MMNT4S05	0.122570815	0.052229492	0.009183582	0.104004265	0.233675923	0.042229217	0.078415243	0.002725902	0.005776735	0.064571091	0.256976448	0.008453469	0.014566402	0.003349881	0.001271537
Wang_2020_137	0.105155614	0.027018463	0.00499981	0.054037711	0.453705436	0.019888651	0.053615945	0.001250198	0.004777849	0.037129063	0.223303596	0.00467177	0.010445895	0	0
Wang_2020_1	0.196169078	0.172623409	0.027039264	0.078374311	0.208160537	0.044640657	0.130262283	0.00270799	0.00801219	0.034640325	0.07494042	0.004121315	0.015093909	0.000735686	0.002478627
Naafs_2017_Soils_France-TESO31	0.172072812	0.142246858	0.00656171	0.035011081	0.258338648	0.013536395	0.153259518	0.000830538	0.004772153	0.038590196	0.152341796	0.022438295	0	0	0
Naafs_2017_peats 155 TACSHACOCHA 30-40cm	0.914236024	0.01324521	0.012371715	0.05861402	0	0.001533031	0	0	0	0	0	0	0	0	0
T4S6	0.974254284	0.006139663	0.005032786	0.010705142	0.003868125	0	0	0	0	0	0	0	0	0	0
Wang_2020_42	0.925504107	0.033704799	0.008198901	0.016900992	0.011622943	0.000802052	0.000714366	0	0	0.001793176	0.000758665	0	0	0	0
De_Jonge_2021 Ossekampen Control 13_1	0.384438444	0.050105011	0.02440244	0.380638064	0.04710471	0.01860186	0.00160016	0.00270027	0	0.082808281	0.00760076	0	0	0	0
Naafs_2017_peats 71 Bissendorfer Moor 0	0.499404182	0.039330577	0.020355472	0.392483914	0	0.013691746	0	0.002692703	0	0.02924995	0.002791457	0	0	0	0
Dearing Crampton-Flood 2020 IndiaG28	0.53	0.18	0.03	0.04	0.15	0.01	0.04	0	0	0	0.02	0	0	0	0
Wang_2021 Mt. Laji Site 12	0.070707071	0.080808081	0.01010101	0.050505051	0.232323232	0.050505051	0.171717172	0	0.01010101	0.090909091	0.181818182	0.01010101	0.04040404	0	0
Chen_2021 TE1-1	0.116913769	0.023846665	0.004435642	0.083314117	0.320899065	0.01025488	0.039703748	0	0	0.121702093	0.268430976	0.00335047	0.007148574	0	0
Chen_2021 TW-27	0.130875142	0.007837062	0	0.19693912	0.241755222	0.010716994	0.011736648	0.00345367	5.91E-05	0.262422282	0.134204738	0	0	0	0
GRU31a	0.98044448	0	0	0.011558709	0.007996812	0	0	0	0	0	0	0	0	0	0
GRU46d	0.935391649	0.001795123	0.001848664	0.046364491	0.009997917	0	0	0	0	0.004602156	0	0	0	0	0
Naafs_2017_peats 240 São João da Chapada SJ 40-42	0.80831435	0.015227211	0.021148634	0.130194828	0	0.005544026	0	0.004519987	0	0.011228034	0	0.000716181	0.001061025	0.002045723	0
Dugerdil_2021 MMNT3M04	0.598188877	0.062829664	0.012910219	0.040484581	0.138241731	0.003133391	0.007383167	0.009822163	0.023398345	0.018952285	0.025695218	0.005080726	0.048876858	0.002359147	0.00264363
De_Jonge_2021 Craibstone pH plot 7	0.3528	0.0754	0.0191	0.2302	0.124	0.0402	0.0416	0.0044	0.0019	0.0559	0.0475	0.0015	0.0041	0.0005	0.0009
"Naafs_2017_peats 200 Loxahatchee Nymphaea Peat, Everglades NP NA"	0.626896955	0.145473269	0.026007343	0.122187569	0.034570002	0.018529782	0.005830582	0.002165678	0.000594548	0.010301169	0.007443102	0	0	0	0
Wang_2020_119	0.088121102	0.024996707	0.003567643	0.064488904	0.415784098	0.020676478	0.044489325	0	0	0.063518896	0.274356848	0	0	0	0
Naafs_2017_peats 258 Igarka Site 1+2 30-40	0.288281669	0.040691703	0.005898909	0.331985023	0.12744081	0.011695214	0.015120205	0.002996824	0	0.12685268	0.049036964	0	0	0	0
Wang_2020_26	0.874802829	0.011694641	0.005159517	0.076014351	0.015816313	0.003974576	0.000370739	0.003704467	8.71E-05	0.004351011	0.001937336	0.000457603	0.000413284	0.000993026	0.000223243
Wang_2021 Mt. Laji Site 3	0.12	0.07	0.01	0.19	0.2	0.09	0.06	0.01	0	0.12	0.12	0	0.01	0	0
Naafs_2017_peats 408 004D NA	0.379072263	0.033482678	0.018295056	0.477268193	0	0.022623842	0	0.003773839	0	0.065484129	0	0	0	0	0
Naafs_2017_Soils_South Africa-12	0.816897649	0.017429846	0.009624834	0.11768179	0.030936965	0	0	0	0	0.004529334	0.002899582	0	0	0	0
Naafs_2017_peats 52 Andorra 31	0.385937988	0.006252555	0.002220855	0.50132621	0	0.006853303	0	0.003118877	0	0.062747904	0.03105071	0.000235224	0.000256375	0	0
Guo_2021 DS51_soil	0.098901099	0.032967033	0.003663004	0	0.450549451	0.032967033	0.062271062	0	0	0.04029304	0.278388278	0	0	0	0
De_Jonge_2021 Ossekampen + K 18_2	0.425757424	0.03009699	0.01449855	0.393860614	0.0369963	0.01189881	0.0009999	0.00169983	0	0.078592141	0.00559944	0	0	0	0
Naafs_2017_peats 116 SAN JORGE 80-90cm	0.93281006	0.013970297	0.012301538	0.037650897	0	0.001514613	0	0.00057636	0	0.001176235	0	0	0	0	0
Wang_2018 FJS19	0.751818842	0.019070677	0.003924159	0.17778075	0.021951032	0.003010903	0.004127255	0.001720205	0.000117449	0.011834933	0.004251681	6.96E-05	0.000322559	0	0
Naafs_2017_peats 215 Chao de Veiga Mol CVM 10	0.623590561	0.029788267	0.010091455	0.283312336	0	0.014068682	0	0.00930019	0	0.029072748	0	0.000301621	0.000270408	0.000203733	0
Chen_2021 TW-26	0.136008121	0.026746698	0.00299851	0.177491751	0.266154784	0.018875748	0.035271086	0.010559131	0.00346522	0.176029155	0.135203173	0.004654258	0.006542364	0	0
Wang_2019 22	0.635364635	0.038961039	0.008991009	0.206793207	0.074925075	0.003996004	0.007992008	0.000999001	0	0.015984016	0.005994006	0	0	0	0
Naafs_2017_Soils_Colombia-7	0.95574536	0.011190689	0.013307847	0.015848436	0.001209804	0.000756128	0	0.001161412	0	0.000780324	0	0	0	0	0
Naafs_2017_peats 419 001A NA	0.390084079	0.030920014	0.014207473	0.369912705	0.063908261	0.023298538	0.006827628	0.006183002	0	0.078109299	0.016146816	0.000402186	0	0	0
Wang_2018 FJS10	0.835995528	0.008759855	0.003039377	0.136082782	0.004343527	0.001091002	0.000148404	0.000327941	6.63E-05	0.00901231	0.001132965	0	0	0	0
Naafs_2017_peats 290 Poleur Poleur top	0.459428129	0.021436427	0.004232714	0.370620755	0	0.011639123	0	0.00520972	0	0.127433131	0	0	0	0	0
Guo_2020 S11.7	0.262626263	0.070707071	0.04040404	0.303030303	0.121212121	0.050505051	0.03030303	0	0	0.080808081	0.04040404	0	0	0	0
GRU44d	0.967162434	0.003000048	0	0.023839732	0.005997785	0	0	0	0	0	0	0	0	0	0
De Jonge 2019 4B	0.315684316	0.027972028	0.005994006	0.251748252	0.190809191	0.035964036	0.008991009	0.004995005	0	0.111888112	0.045954046	0	0	0	0
De Jonge 2019 3F	0.621	0.013	0.006	0.206	0.093	0.009	0	0	0	0.039	0.013	0	0	0	0
Ding_2018 X7 core	0.147070599	0.064193247	0.043640731	0.20405712	0.196049646	0.056185773	0.101694915	0.012545042	0.002001868	0.079807821	0.082343521	0.008541305	0.001868411	0	0
Weber_2018_195	0.371396249	0.074263245	0.022485363	0.260414086	0.085068403	0.042850554	0.036104043	0.00543133	0.002308282	0.053561823	0.038487922	0.001774612	0.004392058	0.000761085	0.000700944
Chen_2021 TE1-13	0.045826524	0.008748063	0.001228804	0.045506059	0.281663448	0.010806681	0.020335746	0.000736433	0.000182517	0.10980284	0.465604109	0.004079034	0.005479743	0	0
Naafs_2017_Soils_China-MG3145	0.185703255	0.027903598	0.005508555	0.25257567	0.119071388	0.052680068	0.046425814	0.008106476	0.004305814	0.144810051	0.125325642	0.012797167	0.001652567	0.006566967	0.006566967
Naafs_2017_peats 131 Roca Fuerte 10-20cm	0.966154899	0.00805316	0.006345339	0.018213576	0	0.000479575	0	0.000148411	0	0.00060504	0	0	0	0	0
SFS4 0-5	0.915893632	0	0	0.040707298	0.032092259	0	0	0	0	0.008374446	0.002932364	0	0	0	0
Dearing Crampton-Flood 2020 IndiaG38	0.61	0.23	0.04	0.02	0.07	0.01	0.02	0	0	0	0	0	0	0	0
